Points:0,Points:1,U:0,U:1,p
1.4572,-3.0923,1.1634,-0.031986,-0.059423
1.5253,-3.0923,1.1644,-0.030151,-0.060569
1.5935,-3.0923,1.1654,-0.02833,-0.061609
1.6616,-3.0923,1.1663,-0.026529,-0.062544
1.7297,-3.0923,1.1671,-0.02475,-0.063377
1.7979,-3.0923,1.1677,-0.022997,-0.064111
1.866,-3.0923,1.1683,-0.021272,-0.064749
1.9341,-3.0923,1.1689,-0.019578,-0.065295
2.0023,-3.0923,1.1693,-0.017917,-0.065751
2.0704,-3.0923,1.1697,-0.016291,-0.066121
2.1385,-3.0923,1.1699,-0.014702,-0.066408
2.2067,-3.0923,1.1701,-0.013152,-0.066616
2.2748,-3.0923,1.1703,-0.011641,-0.066747
2.3429,-3.0923,1.1704,-0.010171,-0.066805
2.411,-3.0923,1.1704,-0.0087422,-0.066794
2.4792,-3.0923,1.1703,-0.0073565,-0.066717
2.5473,-3.0923,1.1702,-0.0060139,-0.066577
2.6154,-3.0923,1.1701,-0.004715,-0.066376
2.6836,-3.0923,1.1699,-0.00346,-0.066119
2.7517,-3.0923,1.1696,-0.0022491,-0.065809
2.8198,-3.0923,1.1693,-0.0010823,-0.065448
2.888,-3.0923,1.169,4.05E-05,-0.065039
2.9561,-3.0923,1.1686,0.0011194,-0.064586
3.0242,-3.0923,1.1682,0.0021549,-0.06409
3.0923,-3.0923,1.1677,0.0031472,-0.063556
3.1605,-3.0923,1.1672,0.0040969,-0.062984
3.2286,-3.0923,1.1667,0.0050045,-0.062379
3.2967,-3.0923,1.1661,0.0058707,-0.061742
3.3649,-3.0923,1.1656,0.006696,-0.061076
3.433,-3.0923,1.165,0.0074814,-0.060383
3.5011,-3.0923,1.1644,0.0082275,-0.059665
3.5693,-3.0923,1.1637,0.0089352,-0.058924
3.6374,-3.0923,1.163,0.0096054,-0.058162
3.7055,-3.0923,1.1624,0.010239,-0.057382
3.7737,-3.0923,1.1617,0.010837,-0.056585
3.8418,-3.0923,1.161,0.0114,-0.055773
3.9099,-3.0923,1.1602,0.011929,-0.054947
3.978,-3.0923,1.1595,0.012426,-0.05411
4.0462,-3.0923,1.1588,0.012891,-0.053262
4.1143,-3.0923,1.158,0.013325,-0.052405
4.1824,-3.0923,1.1573,0.013729,-0.051541
4.2506,-3.0923,1.1565,0.014105,-0.05067
4.3187,-3.0923,1.1557,0.014453,-0.049794
4.3868,-3.0923,1.155,0.014774,-0.048914
4.455,-3.0923,1.1542,0.01507,-0.048032
4.5231,-3.0923,1.1534,0.01534,-0.047148
4.5912,-3.0923,1.1526,0.015587,-0.046262
4.6593,-3.0923,1.1519,0.015812,-0.045377
4.7275,-3.0923,1.1511,0.016014,-0.044493
4.7956,-3.0923,1.1503,0.016195,-0.04361
4.8637,-3.0923,1.1495,0.016357,-0.04273
4.9319,-3.0923,1.1488,0.016499,-0.041853
5,-3.0923,1.148,0.016622,-0.040996
0.84405,-3.1605,1.1467,-0.046212,-0.04206
0.91218,-3.1605,1.1487,-0.044741,-0.044365
0.98031,-3.1605,1.1505,-0.043067,-0.04615
1.0484,-3.1605,1.1522,-0.041358,-0.047997
1.1166,-3.1605,1.1539,-0.039627,-0.049857
1.1847,-3.1605,1.1555,-0.037881,-0.051582
1.2528,-3.1605,1.157,-0.036128,-0.053172
1.321,-3.1605,1.1583,-0.034372,-0.054655
1.3891,-3.1605,1.1596,-0.032617,-0.056033
1.4572,-3.1605,1.1608,-0.030869,-0.057304
1.5253,-3.1605,1.1618,-0.029129,-0.058468
1.5935,-3.1605,1.1628,-0.027404,-0.059529
1.6616,-3.1605,1.1637,-0.025694,-0.06049
1.7297,-3.1605,1.1645,-0.024005,-0.061352
1.7979,-3.1605,1.1652,-0.022339,-0.062118
1.866,-3.1605,1.1658,-0.020698,-0.062791
1.9341,-3.1605,1.1664,-0.019086,-0.063374
2.0023,-3.1605,1.1669,-0.017503,-0.063869
2.0704,-3.1605,1.1673,-0.015953,-0.064281
2.1385,-3.1605,1.1676,-0.014436,-0.064611
2.2067,-3.1605,1.1678,-0.012955,-0.064864
2.2748,-3.1605,1.168,-0.01151,-0.065041
2.3429,-3.1605,1.1681,-0.010104,-0.065147
2.411,-3.1605,1.1682,-0.0087365,-0.065184
2.4792,-3.1605,1.1682,-0.0074086,-0.065156
2.5473,-3.1605,1.1681,-0.0061211,-0.065065
2.6154,-3.1605,1.168,-0.0048744,-0.064914
2.6836,-3.1605,1.1678,-0.0036689,-0.064707
2.7517,-3.1605,1.1676,-0.0025048,-0.064447
2.8198,-3.1605,1.1674,-0.0013822,-0.064136
2.888,-3.1605,1.1671,-0.000301,-0.063777
2.9561,-3.1605,1.1667,0.00073884,-0.063373
3.0242,-3.1605,1.1663,0.0017376,-0.062927
3.0923,-3.1605,1.1659,0.0026955,-0.062441
3.1605,-3.1605,1.1655,0.0036131,-0.061918
3.2286,-3.1605,1.165,0.0044908,-0.06136
3.2967,-3.1605,1.1645,0.0053292,-0.060769
3.3649,-3.1605,1.164,0.0061288,-0.060149
3.433,-3.1605,1.1634,0.0068904,-0.059501
3.5011,-3.1605,1.1628,0.0076146,-0.058826
3.5693,-3.1605,1.1622,0.0083022,-0.058129
3.6374,-3.1605,1.1616,0.008954,-0.057409
3.7055,-3.1605,1.1609,0.0095708,-0.05667
3.7737,-3.1605,1.1603,0.010154,-0.055913
3.8418,-3.1605,1.1596,0.010703,-0.055139
3.9099,-3.1605,1.1589,0.01122,-0.054351
3.978,-3.1605,1.1582,0.011706,-0.05355
4.0462,-3.1605,1.1575,0.012162,-0.052738
4.1143,-3.1605,1.1568,0.012587,-0.051915
4.1824,-3.1605,1.1561,0.012985,-0.051084
4.2506,-3.1605,1.1553,0.013354,-0.050245
4.3187,-3.1605,1.1546,0.013697,-0.0494
4.3868,-3.1605,1.1539,0.014015,-0.04855
4.455,-3.1605,1.1531,0.014307,-0.047696
4.5231,-3.1605,1.1524,0.014576,-0.046839
4.5912,-3.1605,1.1516,0.014821,-0.04598
4.6593,-3.1605,1.1508,0.015045,-0.04512
4.7275,-3.1605,1.1501,0.015248,-0.04426
4.7956,-3.1605,1.1493,0.01543,-0.043401
4.8637,-3.1605,1.1486,0.015593,-0.042543
4.9319,-3.1605,1.1478,0.015738,-0.041687
5,-3.1605,1.1471,0.015863,-0.04085
0.84405,-3.2286,1.1443,-0.044208,-0.040135
0.91218,-3.2286,1.1462,-0.042826,-0.042386
0.98031,-3.2286,1.148,-0.041251,-0.04417
1.0484,-3.2286,1.1497,-0.039642,-0.046006
1.1166,-3.2286,1.1514,-0.038011,-0.047848
1.1847,-3.2286,1.153,-0.036365,-0.049563
1.2528,-3.2286,1.1544,-0.034711,-0.051151
1.321,-3.2286,1.1558,-0.033053,-0.052636
1.3891,-3.2286,1.1571,-0.031395,-0.054021
1.4572,-3.2286,1.1583,-0.029741,-0.055302
1.5253,-3.2286,1.1593,-0.028095,-0.056481
1.5935,-3.2286,1.1603,-0.02646,-0.057561
1.6616,-3.2286,1.1612,-0.02484,-0.058544
1.7297,-3.2286,1.1621,-0.023237,-0.059432
1.7979,-3.2286,1.1628,-0.021655,-0.060226
1.866,-3.2286,1.1635,-0.020096,-0.060931
1.9341,-3.2286,1.164,-0.018563,-0.061548
2.0023,-3.2286,1.1645,-0.017056,-0.062079
2.0704,-3.2286,1.165,-0.01558,-0.062529
2.1385,-3.2286,1.1653,-0.014134,-0.062899
2.2067,-3.2286,1.1656,-0.012721,-0.063193
2.2748,-3.2286,1.1658,-0.011342,-0.063413
2.3429,-3.2286,1.166,-0.0099983,-0.063563
2.411,-3.2286,1.1661,-0.0086907,-0.063645
2.4792,-3.2286,1.1661,-0.00742,-0.063662
2.5473,-3.2286,1.1661,-0.006187,-0.063617
2.6154,-3.2286,1.166,-0.0049922,-0.063514
2.6836,-3.2286,1.1659,-0.0038359,-0.063354
2.7517,-3.2286,1.1657,-0.0027185,-0.06314
2.8198,-3.2286,1.1655,-0.0016401,-0.062876
2.888,-3.2286,1.1652,-0.00060065,-0.062565
2.9561,-3.2286,1.1649,0.00039984,-0.062207
3.0242,-3.2286,1.1646,0.0013616,-0.061807
3.0923,-3.2286,1.1642,0.0022848,-0.061367
3.1605,-3.2286,1.1638,0.0031698,-0.060889
3.2286,-3.2286,1.1634,0.0040171,-0.060376
3.2967,-3.2286,1.1629,0.004827,-0.05983
3.3649,-3.2286,1.1624,0.0056002,-0.059253
3.433,-3.2286,1.1619,0.0063373,-0.058647
3.5011,-3.2286,1.1613,0.0070389,-0.058015
3.5693,-3.2286,1.1608,0.0077056,-0.057358
3.6374,-3.2286,1.1602,0.0083382,-0.056679
3.7055,-3.2286,1.1596,0.0089375,-0.055978
3.7737,-3.2286,1.1589,0.0095043,-0.055259
3.8418,-3.2286,1.1583,0.010039,-0.054523
3.9099,-3.2286,1.1576,0.010543,-0.053771
3.978,-3.2286,1.157,0.011018,-0.053004
4.0462,-3.2286,1.1563,0.011463,-0.052226
4.1143,-3.2286,1.1556,0.011879,-0.051436
4.1824,-3.2286,1.1549,0.012268,-0.050636
4.2506,-3.2286,1.1542,0.012631,-0.049828
4.3187,-3.2286,1.1535,0.012968,-0.049013
4.3868,-3.2286,1.1528,0.013281,-0.048191
4.455,-3.2286,1.152,0.013569,-0.047365
4.5231,-3.2286,1.1513,0.013835,-0.046534
4.5912,-3.2286,1.1506,0.014078,-0.045701
4.6593,-3.2286,1.1498,0.014301,-0.044865
4.7275,-3.2286,1.1491,0.014503,-0.044029
4.7956,-3.2286,1.1484,0.014685,-0.043191
4.8637,-3.2286,1.1476,0.014849,-0.042355
4.9319,-3.2286,1.1469,0.014994,-0.041519
5,-3.2286,1.1462,0.015121,-0.040701
0.84405,-3.2967,1.142,-0.042237,-0.038329
0.91218,-3.2967,1.1439,-0.040938,-0.04053
0.98031,-3.2967,1.1457,-0.039457,-0.042311
1.0484,-3.2967,1.1474,-0.037944,-0.044134
1.1166,-3.2967,1.149,-0.036409,-0.045959
1.1847,-3.2967,1.1506,-0.034858,-0.047663
1.2528,-3.2967,1.152,-0.033298,-0.049247
1.321,-3.2967,1.1534,-0.031734,-0.050733
1.3891,-3.2967,1.1547,-0.030169,-0.052122
1.4572,-3.2967,1.1559,-0.028606,-0.053412
1.5253,-3.2967,1.157,-0.027049,-0.054604
1.5935,-3.2967,1.158,-0.025502,-0.0557
1.6616,-3.2967,1.1589,-0.023968,-0.056703
1.7297,-3.2967,1.1597,-0.022449,-0.057613
1.7979,-3.2967,1.1605,-0.020949,-0.058434
1.866,-3.2967,1.1612,-0.019469,-0.059166
1.9341,-3.2967,1.1618,-0.018012,-0.059814
2.0023,-3.2967,1.1623,-0.01658,-0.060379
2.0704,-3.2967,1.1627,-0.015175,-0.060863
2.1385,-3.2967,1.1631,-0.013799,-0.06127
2.2067,-3.2967,1.1634,-0.012453,-0.061602
2.2748,-3.2967,1.1637,-0.011138,-0.061862
2.3429,-3.2967,1.1639,-0.0098561,-0.062053
2.411,-3.2967,1.164,-0.0086076,-0.062176
2.4792,-3.2967,1.1641,-0.0073934,-0.062236
2.5473,-3.2967,1.1641,-0.0062144,-0.062234
2.6154,-3.2967,1.1641,-0.005071,-0.062174
2.6836,-3.2967,1.164,-0.0039637,-0.062058
2.7517,-3.2967,1.1638,-0.0028929,-0.061889
2.8198,-3.2967,1.1637,-0.0018585,-0.061669
2.888,-3.2967,1.1634,-0.0008609,-0.061401
2.9561,-3.2967,1.1632,0.0001001,-0.061088
3.0242,-3.2967,1.1629,0.0010246,-0.060732
3.0923,-3.2967,1.1625,0.0019127,-0.060335
3.1605,-3.2967,1.1622,0.0027648,-0.0599
3.2286,-3.2967,1.1618,0.0035811,-0.059429
3.2967,-3.2967,1.1613,0.0043622,-0.058924
3.3649,-3.2967,1.1609,0.0051084,-0.058389
3.433,-3.2967,1.1604,0.0058204,-0.057823
3.5011,-3.2967,1.1599,0.0064986,-0.057231
3.5693,-3.2967,1.1593,0.0071437,-0.056613
3.6374,-3.2967,1.1588,0.0077564,-0.055971
3.7055,-3.2967,1.1582,0.0083374,-0.055308
3.7737,-3.2967,1.1576,0.0088874,-0.054625
3.8418,-3.2967,1.157,0.0094071,-0.053924
3.9099,-3.2967,1.1564,0.0098973,-0.053206
3.978,-3.2967,1.1557,0.010359,-0.052473
4.0462,-3.2967,1.1551,0.010793,-0.051727
4.1143,-3.2967,1.1544,0.011199,-0.050968
4.1824,-3.2967,1.1538,0.011579,-0.050199
4.2506,-3.2967,1.1531,0.011934,-0.04942
4.3187,-3.2967,1.1524,0.012265,-0.048633
4.3868,-3.2967,1.1517,0.012571,-0.047839
4.455,-3.2967,1.151,0.012855,-0.047039
4.5231,-3.2967,1.1503,0.013117,-0.046234
4.5912,-3.2967,1.1496,0.013357,-0.045425
4.6593,-3.2967,1.1489,0.013577,-0.044613
4.7275,-3.2967,1.1482,0.013778,-0.043799
4.7956,-3.2967,1.1474,0.013959,-0.042983
4.8637,-3.2967,1.1467,0.014123,-0.042167
4.9319,-3.2967,1.146,0.014269,-0.041351
5,-3.2967,1.1453,0.014397,-0.040552
0.84405,-3.3649,1.1398,-0.040298,-0.036637
0.91218,-3.3649,1.1417,-0.039078,-0.038788
0.98031,-3.3649,1.1434,-0.037687,-0.040565
1.0484,-3.3649,1.1451,-0.036264,-0.042376
1.1166,-3.3649,1.1468,-0.03482,-0.044183
1.1847,-3.3649,1.1483,-0.03336,-0.045876
1.2528,-3.3649,1.1498,-0.031891,-0.047455
1.321,-3.3649,1.1511,-0.030416,-0.04894
1.3891,-3.3649,1.1524,-0.02894,-0.050332
1.4572,-3.3649,1.1536,-0.027464,-0.051629
1.5253,-3.3649,1.1547,-0.025994,-0.052832
1.5935,-3.3649,1.1557,-0.024532,-0.053942
1.6616,-3.3649,1.1566,-0.02308,-0.054962
1.7297,-3.3649,1.1575,-0.021643,-0.055893
1.7979,-3.3649,1.1583,-0.020221,-0.056736
1.866,-3.3649,1.159,-0.018818,-0.057495
1.9341,-3.3649,1.1596,-0.017436,-0.05817
2.0023,-3.3649,1.1601,-0.016077,-0.058765
2.0704,-3.3649,1.1606,-0.014742,-0.059282
2.1385,-3.3649,1.161,-0.013434,-0.059722
2.2067,-3.3649,1.1614,-0.012153,-0.06009
2.2748,-3.3649,1.1617,-0.010902,-0.060386
2.3429,-3.3649,1.1619,-0.0096801,-0.060614
2.411,-3.3649,1.162,-0.0084898,-0.060776
2.4792,-3.3649,1.1621,-0.0073315,-0.060876
2.5473,-3.3649,1.1622,-0.0062058,-0.060914
2.6154,-3.3649,1.1622,-0.0051134,-0.060894
2.6836,-3.3649,1.1621,-0.0040548,-0.060819
2.7517,-3.3649,1.162,-0.0030302,-0.060691
2.8198,-3.3649,1.1619,-0.0020399,-0.060513
2.888,-3.3649,1.1617,-0.0010841,-0.060287
2.9561,-3.3649,1.1615,-0.00016266,-0.060015
3.0242,-3.3649,1.1612,0.00072438,-0.0597
3.0923,-3.3649,1.1609,0.0015772,-0.059344
3.1605,-3.3649,1.1606,0.002396,-0.058949
3.2286,-3.3649,1.1602,0.003181,-0.058518
3.2967,-3.3649,1.1598,0.0039327,-0.058053
3.3649,-3.3649,1.1594,0.0046515,-0.057556
3.433,-3.3649,1.1589,0.0053377,-0.057029
3.5011,-3.3649,1.1585,0.005992,-0.056474
3.5693,-3.3649,1.158,0.0066149,-0.055893
3.6374,-3.3649,1.1574,0.007207,-0.055288
3.7055,-3.3649,1.1569,0.0077689,-0.05466
3.7737,-3.3649,1.1563,0.0083014,-0.054011
3.8418,-3.3649,1.1558,0.008805,-0.053344
3.9099,-3.3649,1.1552,0.0092805,-0.052659
3.978,-3.3649,1.1545,0.0097287,-0.051958
4.0462,-3.3649,1.1539,0.01015,-0.051242
4.1143,-3.3649,1.1533,0.010546,-0.050514
4.1824,-3.3649,1.1526,0.010917,-0.049773
4.2506,-3.3649,1.152,0.011263,-0.049023
4.3187,-3.3649,1.1513,0.011586,-0.048263
4.3868,-3.3649,1.1507,0.011886,-0.047495
4.455,-3.3649,1.15,0.012164,-0.04672
4.5231,-3.3649,1.1493,0.012421,-0.045939
4.5912,-3.3649,1.1486,0.012657,-0.045154
4.6593,-3.3649,1.1479,0.012874,-0.044364
4.7275,-3.3649,1.1472,0.013072,-0.043572
4.7956,-3.3649,1.1465,0.013252,-0.042777
4.8637,-3.3649,1.1458,0.013415,-0.04198
4.9319,-3.3649,1.1451,0.013561,-0.041183
5,-3.3649,1.1444,0.013689,-0.040402
0.84405,-3.433,1.1377,-0.03839,-0.035051
0.91218,-3.433,1.1396,-0.037245,-0.037157
0.98031,-3.433,1.1413,-0.035939,-0.038929
1.0484,-3.433,1.143,-0.034602,-0.040726
1.1166,-3.433,1.1446,-0.033245,-0.042515
1.1847,-3.433,1.1461,-0.031872,-0.044197
1.2528,-3.433,1.1476,-0.030489,-0.04577
1.321,-3.433,1.1489,-0.029101,-0.047253
1.3891,-3.433,1.1502,-0.027709,-0.048647
1.4572,-3.433,1.1514,-0.026318,-0.049949
1.5253,-3.433,1.1525,-0.024931,-0.051161
1.5935,-3.433,1.1535,-0.02355,-0.052283
1.6616,-3.433,1.1545,-0.022179,-0.053318
1.7297,-3.433,1.1553,-0.02082,-0.054267
1.7979,-3.433,1.1561,-0.019475,-0.055131
1.866,-3.433,1.1569,-0.018147,-0.055913
1.9341,-3.433,1.1575,-0.016838,-0.056614
2.0023,-3.433,1.1581,-0.015549,-0.057236
2.0704,-3.433,1.1586,-0.014283,-0.057782
2.1385,-3.433,1.159,-0.013041,-0.058254
2.2067,-3.433,1.1594,-0.011824,-0.058653
2.2748,-3.433,1.1597,-0.010635,-0.058983
2.3429,-3.433,1.16,-0.0094728,-0.059246
2.411,-3.433,1.1601,-0.0083398,-0.059444
2.4792,-3.433,1.1603,-0.0072365,-0.05958
2.5473,-3.433,1.1604,-0.0061636,-0.059656
2.6154,-3.433,1.1604,-0.0051218,-0.059674
2.6836,-3.433,1.1604,-0.0041114,-0.059638
2.7517,-3.433,1.1603,-0.0031329,-0.059548
2.8198,-3.433,1.1602,-0.0021865,-0.059409
2.888,-3.433,1.1601,-0.0012724,-0.059221
2.9561,-3.433,1.1599,-0.00039061,-0.058988
3.0242,-3.433,1.1596,0.00045887,-0.058711
3.0923,-3.433,1.1594,0.0012761,-0.058394
3.1605,-3.433,1.1591,0.0020614,-0.058037
3.2286,-3.433,1.1587,0.0028148,-0.057644
3.2967,-3.433,1.1584,0.0035367,-0.057217
3.3649,-3.433,1.158,0.0042275,-0.056756
3.433,-3.433,1.1575,0.0048876,-0.056265
3.5011,-3.433,1.1571,0.0055174,-0.055746
3.5693,-3.433,1.1566,0.0061174,-0.0552
3.6374,-3.433,1.1561,0.0066883,-0.054629
3.7055,-3.433,1.1556,0.0072305,-0.054034
3.7737,-3.433,1.1551,0.0077447,-0.053418
3.8418,-3.433,1.1545,0.0082316,-0.052783
3.9099,-3.433,1.154,0.0086917,-0.052129
3.978,-3.433,1.1534,0.0091257,-0.051458
4.0462,-3.433,1.1528,0.0095344,-0.050772
4.1143,-3.433,1.1522,0.0099185,-0.050072
4.1824,-3.433,1.1516,0.010279,-0.04936
4.2506,-3.433,1.1509,0.010615,-0.048636
4.3187,-3.433,1.1503,0.01093,-0.047902
4.3868,-3.433,1.1496,0.011223,-0.047159
4.455,-3.433,1.149,0.011494,-0.046409
4.5231,-3.433,1.1483,0.011746,-0.045651
4.5912,-3.433,1.1476,0.011978,-0.044888
4.6593,-3.433,1.147,0.012191,-0.04412
4.7275,-3.433,1.1463,0.012386,-0.043348
4.7956,-3.433,1.1456,0.012563,-0.042573
4.8637,-3.433,1.1449,0.012724,-0.041796
4.9319,-3.433,1.1443,0.012869,-0.041017
5,-3.433,1.1436,0.012997,-0.040252
0.84405,-3.5011,1.1358,-0.036511,-0.033567
0.91218,-3.5011,1.1376,-0.035437,-0.035629
0.98031,-3.5011,1.1393,-0.034212,-0.037395
1.0484,-3.5011,1.141,-0.032958,-0.039179
1.1166,-3.5011,1.1426,-0.031683,-0.040951
1.1847,-3.5011,1.1441,-0.030394,-0.04262
1.2528,-3.5011,1.1455,-0.029094,-0.044187
1.321,-3.5011,1.1469,-0.027788,-0.045667
1.3891,-3.5011,1.1481,-0.026479,-0.047062
1.4572,-3.5011,1.1493,-0.025169,-0.048368
1.5253,-3.5011,1.1504,-0.023862,-0.049587
1.5935,-3.5011,1.1515,-0.02256,-0.05072
1.6616,-3.5011,1.1524,-0.021266,-0.051768
1.7297,-3.5011,1.1533,-0.019983,-0.052733
1.7979,-3.5011,1.1541,-0.018712,-0.053615
1.866,-3.5011,1.1548,-0.017457,-0.054418
1.9341,-3.5011,1.1555,-0.016218,-0.055142
2.0023,-3.5011,1.1561,-0.014999,-0.055789
2.0704,-3.5011,1.1566,-0.0138,-0.056362
2.1385,-3.5011,1.1571,-0.012622,-0.056862
2.2067,-3.5011,1.1575,-0.011469,-0.057291
2.2748,-3.5011,1.1578,-0.01034,-0.057652
2.3429,-3.5011,1.1581,-0.0092364,-0.057948
2.411,-3.5011,1.1583,-0.0081599,-0.058179
2.4792,-3.5011,1.1585,-0.0071109,-0.058349
2.5473,-3.5011,1.1586,-0.0060902,-0.058459
2.6154,-3.5011,1.1587,-0.0050984,-0.058513
2.6836,-3.5011,1.1587,-0.0041359,-0.058512
2.7517,-3.5011,1.1587,-0.0032032,-0.058459
2.8198,-3.5011,1.1586,-0.0023005,-0.058355
2.888,-3.5011,1.1585,-0.001428,-0.058204
2.9561,-3.5011,1.1583,-0.00058587,-0.058007
3.0242,-3.5011,1.1581,0.00022598,-0.057767
3.0923,-3.5011,1.1579,0.0010075,-0.057485
3.1605,-3.5011,1.1576,0.001759,-0.057165
3.2286,-3.5011,1.1573,0.0024805,-0.056807
3.2967,-3.5011,1.157,0.0031723,-0.056415
3.3649,-3.5011,1.1566,0.0038347,-0.055989
3.433,-3.5011,1.1562,0.0044682,-0.055533
3.5011,-3.5011,1.1558,0.005073,-0.055047
3.5693,-3.5011,1.1553,0.0056497,-0.054534
3.6374,-3.5011,1.1549,0.0061988,-0.053995
3.7055,-3.5011,1.1544,0.0067207,-0.053432
3.7737,-3.5011,1.1539,0.0072161,-0.052847
3.8418,-3.5011,1.1534,0.0076855,-0.052242
3.9099,-3.5011,1.1528,0.0081295,-0.051618
3.978,-3.5011,1.1523,0.0085487,-0.050976
4.0462,-3.5011,1.1517,0.0089439,-0.050318
4.1143,-3.5011,1.1511,0.0093156,-0.049645
4.1824,-3.5011,1.1505,0.0096645,-0.048959
4.2506,-3.5011,1.1499,0.0099913,-0.048261
4.3187,-3.5011,1.1493,0.010297,-0.047552
4.3868,-3.5011,1.1486,0.010581,-0.046833
4.455,-3.5011,1.148,0.010846,-0.046105
4.5231,-3.5011,1.1474,0.011091,-0.04537
4.5912,-3.5011,1.1467,0.011317,-0.044628
4.6593,-3.5011,1.1461,0.011526,-0.043881
4.7275,-3.5011,1.1454,0.011717,-0.043129
4.7956,-3.5011,1.1447,0.011892,-0.042373
4.8637,-3.5011,1.1441,0.01205,-0.041614
4.9319,-3.5011,1.1434,0.012194,-0.040852
5,-3.5011,1.1428,0.01232,-0.040105
0.84405,-3.5693,1.1339,-0.03466,-0.032179
0.91218,-3.5693,1.1357,-0.033654,-0.034199
0.98031,-3.5693,1.1374,-0.032507,-0.035959
1.0484,-3.5693,1.139,-0.031332,-0.03773
1.1166,-3.5693,1.1406,-0.030136,-0.039485
1.1847,-3.5693,1.1421,-0.028926,-0.041142
1.2528,-3.5693,1.1436,-0.027706,-0.042702
1.321,-3.5693,1.1449,-0.026479,-0.044179
1.3891,-3.5693,1.1462,-0.025249,-0.045572
1.4572,-3.5693,1.1474,-0.024017,-0.046882
1.5253,-3.5693,1.1485,-0.022787,-0.048106
1.5935,-3.5693,1.1495,-0.021561,-0.049248
1.6616,-3.5693,1.1505,-0.020342,-0.050308
1.7297,-3.5693,1.1514,-0.019133,-0.051287
1.7979,-3.5693,1.1522,-0.017935,-0.052186
1.866,-3.5693,1.1529,-0.01675,-0.053007
1.9341,-3.5693,1.1536,-0.01558,-0.053752
2.0023,-3.5693,1.1542,-0.014428,-0.054422
2.0704,-3.5693,1.1548,-0.013294,-0.055019
2.1385,-3.5693,1.1553,-0.01218,-0.055545
2.2067,-3.5693,1.1557,-0.011088,-0.056002
2.2748,-3.5693,1.156,-0.010019,-0.056392
2.3429,-3.5693,1.1563,-0.0089732,-0.056717
2.411,-3.5693,1.1566,-0.0079522,-0.056979
2.4792,-3.5693,1.1568,-0.0069568,-0.05718
2.5473,-3.5693,1.1569,-0.0059877,-0.057323
2.6154,-3.5693,1.157,-0.0050454,-0.05741
2.6836,-3.5693,1.1571,-0.0041304,-0.057442
2.7517,-3.5693,1.1571,-0.0032432,-0.057422
2.8198,-3.5693,1.157,-0.002384,-0.057353
2.888,-3.5693,1.1569,-0.001553,-0.057235
2.9561,-3.5693,1.1568,-0.00075044,-0.057073
3.0242,-3.5693,1.1566,2.37E-05,-0.056866
3.0923,-3.5693,1.1564,0.0007695,-0.056619
3.1605,-3.5693,1.1562,0.001487,-0.056332
3.2286,-3.5693,1.1559,0.0021763,-0.056008
3.2967,-3.5693,1.1556,0.0028377,-0.055648
3.3649,-3.5693,1.1553,0.0034714,-0.055255
3.433,-3.5693,1.1549,0.0040778,-0.054831
3.5011,-3.5693,1.1545,0.0046573,-0.054377
3.5693,-3.5693,1.1541,0.0052101,-0.053895
3.6374,-3.5693,1.1537,0.0057369,-0.053387
3.7055,-3.5693,1.1532,0.006238,-0.052854
3.7737,-3.5693,1.1527,0.0067139,-0.052299
3.8418,-3.5693,1.1522,0.0071653,-0.051722
3.9099,-3.5693,1.1517,0.0075926,-0.051126
3.978,-3.5693,1.1512,0.0079964,-0.050511
4.0462,-3.5693,1.1506,0.0083774,-0.04988
4.1143,-3.5693,1.1501,0.008736,-0.049233
4.1824,-3.5693,1.1495,0.0090731,-0.048572
4.2506,-3.5693,1.1489,0.009389,-0.047898
4.3187,-3.5693,1.1483,0.0096846,-0.047212
4.3868,-3.5693,1.1477,0.0099605,-0.046516
4.455,-3.5693,1.1471,0.010217,-0.045811
4.5231,-3.5693,1.1465,0.010456,-0.045097
4.5912,-3.5693,1.1458,0.010676,-0.044375
4.6593,-3.5693,1.1452,0.010879,-0.043648
4.7275,-3.5693,1.1445,0.011066,-0.042915
4.7956,-3.5693,1.1439,0.011237,-0.042177
4.8637,-3.5693,1.1433,0.011392,-0.041435
4.9319,-3.5693,1.1426,0.011533,-0.040691
5,-3.5693,1.142,0.011658,-0.039959
0.84405,-3.6374,1.1322,-0.032836,-0.030882
0.91218,-3.6374,1.1339,-0.031895,-0.032863
0.98031,-3.6374,1.1356,-0.030822,-0.034617
1.0484,-3.6374,1.1372,-0.029722,-0.036374
1.1166,-3.6374,1.1388,-0.028603,-0.038112
1.1847,-3.6374,1.1403,-0.027469,-0.039758
1.2528,-3.6374,1.1417,-0.026325,-0.04131
1.321,-3.6374,1.143,-0.025175,-0.042783
1.3891,-3.6374,1.1443,-0.02402,-0.044175
1.4572,-3.6374,1.1455,-0.022864,-0.045486
1.5253,-3.6374,1.1466,-0.021708,-0.046716
1.5935,-3.6374,1.1477,-0.020556,-0.047865
1.6616,-3.6374,1.1486,-0.01941,-0.048935
1.7297,-3.6374,1.1495,-0.018272,-0.049926
1.7979,-3.6374,1.1504,-0.017144,-0.05084
1.866,-3.6374,1.1511,-0.016027,-0.051678
1.9341,-3.6374,1.1518,-0.014925,-0.052442
2.0023,-3.6374,1.1524,-0.013838,-0.053133
2.0704,-3.6374,1.153,-0.012768,-0.053752
2.1385,-3.6374,1.1535,-0.011717,-0.054302
2.2067,-3.6374,1.154,-0.010685,-0.054784
