Points:0,Points:1,U:0,U:1,p
-4.2506,-3.978,1.0021,-0.0057919,0.10346
-4.1824,-3.978,1.0025,-0.0062993,0.10309
-4.1143,-3.978,1.0029,-0.0068118,0.10269
-4.0462,-3.978,1.0034,-0.0073295,0.10225
-3.978,-3.978,1.0039,-0.0078528,0.10178
-3.9099,-3.978,1.0044,-0.008382,0.10127
-3.8418,-3.978,1.0049,-0.0089171,0.10073
-3.7737,-3.978,1.0055,-0.0094585,0.10015
-3.7055,-3.978,1.0061,-0.010006,0.09954
-3.6374,-3.978,1.0068,-0.010561,0.098889
-3.5693,-3.978,1.0075,-0.011121,0.0982
-3.5011,-3.978,1.0082,-0.011689,0.097473
-3.433,-3.978,1.009,-0.012263,0.096706
-3.3649,-3.978,1.0098,-0.012843,0.095898
-3.2967,-3.978,1.0106,-0.01343,0.09505
-3.2286,-3.978,1.0115,-0.014023,0.094159
-3.1605,-3.978,1.0125,-0.014622,0.093226
-3.0923,-3.978,1.0134,-0.015227,0.092249
-3.0242,-3.978,1.0145,-0.015837,0.091227
-2.9561,-3.978,1.0155,-0.016452,0.090161
-2.888,-3.978,1.0166,-0.017071,0.089048
-2.8198,-3.978,1.0178,-0.017695,0.087889
-2.7517,-3.978,1.019,-0.018321,0.086682
-2.6836,-3.978,1.0202,-0.01895,0.085427
-2.6154,-3.978,1.0215,-0.019581,0.084123
-2.5473,-3.978,1.0228,-0.020212,0.082769
-2.4792,-3.978,1.0242,-0.020843,0.081365
-2.411,-3.978,1.0256,-0.021474,0.079911
-2.3429,-3.978,1.0271,-0.022101,0.078405
-2.2748,-3.978,1.0286,-0.022726,0.076848
-2.2067,-3.978,1.0302,-0.023345,0.075239
-2.1385,-3.978,1.0318,-0.023959,0.073579
-2.0704,-3.978,1.0335,-0.024565,0.071867
-2.0023,-3.978,1.0352,-0.025162,0.070102
-1.9341,-3.978,1.0369,-0.025748,0.068287
-1.866,-3.978,1.0388,-0.026322,0.06642
-1.7979,-3.978,1.0406,-0.026882,0.064502
-1.7297,-3.978,1.0425,-0.027427,0.062535
-1.6616,-3.978,1.0444,-0.027954,0.060518
-1.5935,-3.978,1.0464,-0.028462,0.058453
-1.5253,-3.978,1.0485,-0.028948,0.056341
-1.4572,-3.978,1.0505,-0.029413,0.054183
-1.3891,-3.978,1.0526,-0.029852,0.051982
-1.321,-3.978,1.0548,-0.030265,0.049738
-1.2528,-3.978,1.0569,-0.03065,0.047454
-1.1847,-3.978,1.0592,-0.031005,0.045132
-1.1166,-3.978,1.0614,-0.031328,0.042774
-1.0484,-3.978,1.0637,-0.031618,0.040383
-0.98031,-3.978,1.066,-0.031875,0.037961
-0.91218,-3.978,1.0683,-0.032112,0.035518
-0.84405,-3.978,1.0705,-0.032178,0.033164
-5,-4.0462,1,-0.00041902,0.10501
-4.9319,-4.0462,1.0001,-0.00085673,0.10498
-4.8637,-4.0462,1.0001,-0.0013043,0.10492
-4.7956,-4.0462,1.0002,-0.0017529,0.10482
-4.7275,-4.0462,1.0004,-0.0022029,0.1047
-4.6593,-4.0462,1.0005,-0.0026548,0.10455
-4.5912,-4.0462,1.0007,-0.0031089,0.10436
-4.5231,-4.0462,1.001,-0.0035655,0.10415
-4.455,-4.0462,1.0012,-0.0040251,0.1039
-4.3868,-4.0462,1.0015,-0.004488,0.10362
-4.3187,-4.0462,1.0018,-0.0049546,0.10331
-4.2506,-4.0462,1.0022,-0.0054251,0.10297
-4.1824,-4.0462,1.0026,-0.0058999,0.1026
-4.1143,-4.0462,1.003,-0.0063793,0.10219
-4.0462,-4.0462,1.0034,-0.0068635,0.10175
-3.978,-4.0462,1.0039,-0.0073527,0.10127
-3.9099,-4.0462,1.0044,-0.0078473,0.10076
-3.8418,-4.0462,1.005,-0.0083474,0.10021
-3.7737,-4.0462,1.0056,-0.0088531,0.09963
-3.7055,-4.0462,1.0062,-0.0093646,0.09901
-3.6374,-4.0462,1.0069,-0.009882,0.098354
-3.5693,-4.0462,1.0076,-0.010405,0.097659
-3.5011,-4.0462,1.0083,-0.010934,0.096925
-3.433,-4.0462,1.0091,-0.01147,0.096152
-3.3649,-4.0462,1.0099,-0.012011,0.095339
-3.2967,-4.0462,1.0107,-0.012557,0.094485
-3.2286,-4.0462,1.0116,-0.013109,0.093589
-3.1605,-4.0462,1.0126,-0.013667,0.092651
-3.0923,-4.0462,1.0136,-0.01423,0.091669
-3.0242,-4.0462,1.0146,-0.014797,0.090644
-2.9561,-4.0462,1.0156,-0.015368,0.089574
-2.888,-4.0462,1.0168,-0.015944,0.088458
-2.8198,-4.0462,1.0179,-0.016522,0.087296
-2.7517,-4.0462,1.0191,-0.017104,0.086087
-2.6836,-4.0462,1.0203,-0.017687,0.084831
-2.6154,-4.0462,1.0216,-0.018272,0.083527
-2.5473,-4.0462,1.023,-0.018857,0.082174
-2.4792,-4.0462,1.0243,-0.019441,0.080771
-2.411,-4.0462,1.0258,-0.020024,0.07932
-2.3429,-4.0462,1.0272,-0.020605,0.077818
-2.2748,-4.0462,1.0287,-0.021182,0.076267
-2.2067,-4.0462,1.0303,-0.021754,0.074665
-2.1385,-4.0462,1.0319,-0.022321,0.073012
-2.0704,-4.0462,1.0336,-0.02288,0.071309
-2.0023,-4.0462,1.0353,-0.02343,0.069556
-1.9341,-4.0462,1.037,-0.023971,0.067753
-1.866,-4.0462,1.0388,-0.024499,0.065901
-1.7979,-4.0462,1.0407,-0.025015,0.063999
-1.7297,-4.0462,1.0425,-0.025516,0.062049
-1.6616,-4.0462,1.0445,-0.026,0.060052
-1.5935,-4.0462,1.0464,-0.026467,0.058009
-1.5253,-4.0462,1.0484,-0.026914,0.05592
-1.4572,-4.0462,1.0505,-0.027339,0.053788
-1.3891,-4.0462,1.0526,-0.027742,0.051613
-1.321,-4.0462,1.0547,-0.02812,0.049398
-1.2528,-4.0462,1.0568,-0.028473,0.047144
-1.1847,-4.0462,1.059,-0.028797,0.044854
-1.1166,-4.0462,1.0612,-0.029092,0.04253
-1.0484,-4.0462,1.0634,-0.029357,0.040175
-0.98031,-4.0462,1.0657,-0.029591,0.037789
-0.91218,-4.0462,1.068,-0.029807,0.035385
-0.84405,-4.0462,1.0701,-0.029866,0.033067
-5,-4.1143,1,-0.00039052,0.10457
-4.9319,-4.1143,1.0001,-0.00079846,0.10455
-4.8637,-4.1143,1.0001,-0.0012156,0.10448
-4.7956,-4.1143,1.0002,-0.0016336,0.10439
-4.7275,-4.1143,1.0004,-0.002053,0.10427
-4.6593,-4.1143,1.0005,-0.002474,0.10411
-4.5912,-4.1143,1.0007,-0.002897,0.10392
-4.5231,-4.1143,1.001,-0.0033224,0.10371
-4.455,-4.1143,1.0012,-0.0037505,0.10346
-4.3868,-4.1143,1.0015,-0.0041816,0.10318
-4.3187,-4.1143,1.0018,-0.004616,0.10286
-4.2506,-4.1143,1.0022,-0.005054,0.10252
-4.1824,-4.1143,1.0026,-0.0054959,0.10214
-4.1143,-4.1143,1.003,-0.005942,0.10173
-4.0462,-4.1143,1.0035,-0.0063924,0.10128
-3.978,-4.1143,1.004,-0.0068475,0.1008
-3.9099,-4.1143,1.0045,-0.0073073,0.10028
-3.8418,-4.1143,1.005,-0.0077721,0.099729
-3.7737,-4.1143,1.0056,-0.008242,0.099142
-3.7055,-4.1143,1.0063,-0.0087172,0.098517
-3.6374,-4.1143,1.0069,-0.0091976,0.097855
-3.5693,-4.1143,1.0076,-0.0096833,0.097155
-3.5011,-4.1143,1.0084,-0.010174,0.096416
-3.433,-4.1143,1.0092,-0.010671,0.095638
-3.3649,-4.1143,1.01,-0.011172,0.09482
-3.2967,-4.1143,1.0108,-0.011679,0.093961
-3.2286,-4.1143,1.0117,-0.012191,0.09306
-3.1605,-4.1143,1.0127,-0.012707,0.092118
-3.0923,-4.1143,1.0137,-0.013228,0.091132
-3.0242,-4.1143,1.0147,-0.013753,0.090103
-2.9561,-4.1143,1.0158,-0.014281,0.089029
-2.888,-4.1143,1.0169,-0.014813,0.087911
-2.8198,-4.1143,1.018,-0.015348,0.086747
-2.7517,-4.1143,1.0192,-0.015885,0.085537
-2.6836,-4.1143,1.0205,-0.016423,0.08428
-2.6154,-4.1143,1.0218,-0.016962,0.082975
-2.5473,-4.1143,1.0231,-0.017502,0.081623
-2.4792,-4.1143,1.0245,-0.018041,0.080223
-2.411,-4.1143,1.0259,-0.018578,0.078775
-2.3429,-4.1143,1.0273,-0.019112,0.077277
-2.2748,-4.1143,1.0289,-0.019644,0.075731
-2.2067,-4.1143,1.0304,-0.02017,0.074135
-2.1385,-4.1143,1.032,-0.020691,0.07249
-2.0704,-4.1143,1.0337,-0.021204,0.070796
-2.0023,-4.1143,1.0354,-0.02171,0.069054
-1.9341,-4.1143,1.0371,-0.022205,0.067263
-1.866,-4.1143,1.0389,-0.02269,0.065424
-1.7979,-4.1143,1.0407,-0.023163,0.063537
-1.7297,-4.1143,1.0426,-0.023621,0.061604
-1.6616,-4.1143,1.0445,-0.024065,0.059625
-1.5935,-4.1143,1.0464,-0.024492,0.057602
-1.5253,-4.1143,1.0484,-0.0249,0.055535
-1.4572,-4.1143,1.0504,-0.025289,0.053425
-1.3891,-4.1143,1.0525,-0.025657,0.051276
-1.321,-4.1143,1.0546,-0.026002,0.049087
-1.2528,-4.1143,1.0567,-0.026324,0.046862
-1.1847,-4.1143,1.0589,-0.026619,0.044601
-1.1166,-4.1143,1.061,-0.026888,0.042308
-1.0484,-4.1143,1.0632,-0.027129,0.039985
-0.98031,-4.1143,1.0655,-0.027341,0.037634
-0.91218,-4.1143,1.0677,-0.027538,0.035264
-0.84405,-4.1143,1.0698,-0.02759,0.032981
-5,-4.1824,1,-0.00036169,0.10417
-4.9319,-4.1824,1.0001,-0.00073951,0.10414
-4.8637,-4.1824,1.0001,-0.0011258,0.10408
-4.7956,-4.1824,1.0002,-0.001513,0.10399
-4.7275,-4.1824,1.0004,-0.0019013,0.10386
-4.6593,-4.1824,1.0005,-0.0022912,0.1037
-4.5912,-4.1824,1.0007,-0.0026828,0.10352
-4.5231,-4.1824,1.001,-0.0030767,0.1033
-4.455,-4.1824,1.0012,-0.0034729,0.10304
-4.3868,-4.1824,1.0015,-0.0038719,0.10276
-4.3187,-4.1824,1.0019,-0.0042739,0.10244
-4.2506,-4.1824,1.0022,-0.0046791,0.10209
-4.1824,-4.1824,1.0026,-0.0050879,0.10171
-4.1143,-4.1824,1.003,-0.0055004,0.10129
-4.0462,-4.1824,1.0035,-0.0059169,0.10084
-3.978,-4.1824,1.004,-0.0063375,0.10036
-3.9099,-4.1824,1.0045,-0.0067624,0.099838
-3.8418,-4.1824,1.0051,-0.0071919,0.099282
-3.7737,-4.1824,1.0057,-0.0076259,0.09869
-3.7055,-4.1824,1.0063,-0.0080646,0.09806
-3.6374,-4.1824,1.007,-0.0085081,0.097393
-3.5693,-4.1824,1.0077,-0.0089563,0.096689
-3.5011,-4.1824,1.0085,-0.0094093,0.095945
-3.433,-4.1824,1.0092,-0.009867,0.095163
-3.3649,-4.1824,1.0101,-0.010329,0.09434
-3.2967,-4.1824,1.0109,-0.010796,0.093476
-3.2286,-4.1824,1.0118,-0.011268,0.092572
-3.1605,-4.1824,1.0128,-0.011743,0.091625
-3.0923,-4.1824,1.0138,-0.012222,0.090636
-3.0242,-4.1824,1.0148,-0.012705,0.089604
-2.9561,-4.1824,1.0159,-0.013191,0.088528
-2.888,-4.1824,1.017,-0.01368,0.087407
-2.8198,-4.1824,1.0181,-0.014171,0.086241
-2.7517,-4.1824,1.0193,-0.014665,0.08503
-2.6836,-4.1824,1.0206,-0.015159,0.083773
-2.6154,-4.1824,1.0219,-0.015654,0.082469
-2.5473,-4.1824,1.0232,-0.016148,0.081118
-2.4792,-4.1824,1.0246,-0.016642,0.07972
-2.411,-4.1824,1.026,-0.017134,0.078274
-2.3429,-4.1824,1.0275,-0.017624,0.07678
-2.2748,-4.1824,1.029,-0.01811,0.075239
-2.2067,-4.1824,1.0305,-0.018592,0.073649
-2.1385,-4.1824,1.0321,-0.019068,0.072012
-2.0704,-4.1824,1.0338,-0.019537,0.070327
-2.0023,-4.1824,1.0354,-0.019999,0.068594
-1.9341,-4.1824,1.0372,-0.020452,0.066814
-1.866,-4.1824,1.0389,-0.020894,0.064988
-1.7979,-4.1824,1.0407,-0.021325,0.063115
-1.7297,-4.1824,1.0426,-0.021743,0.061197
-1.6616,-4.1824,1.0445,-0.022147,0.059235
-1.5935,-4.1824,1.0464,-0.022536,0.05723
-1.5253,-4.1824,1.0484,-0.022908,0.055183
-1.4572,-4.1824,1.0504,-0.023261,0.053095
-1.3891,-4.1824,1.0524,-0.023596,0.050969
-1.321,-4.1824,1.0545,-0.023909,0.048804
-1.2528,-4.1824,1.0566,-0.024201,0.046605
-1.1847,-4.1824,1.0587,-0.024469,0.044372
-1.1166,-4.1824,1.0609,-0.024712,0.042107
-1.0484,-4.1824,1.063,-0.024931,0.039814
-0.98031,-4.1824,1.0652,-0.025123,0.037494
-0.91218,-4.1824,1.0674,-0.0253,0.035155
-0.84405,-4.1824,1.0696,-0.025346,0.032903
-5,-4.2506,1,-0.00033256,0.1038
-4.9319,-4.2506,1.0001,-0.00067994,0.10377
-4.8637,-4.2506,1.0001,-0.0010351,0.10371
-4.7956,-4.2506,1.0002,-0.0013911,0.10362
-4.7275,-4.2506,1.0004,-0.0017481,0.10349
-4.6593,-4.2506,1.0005,-0.0021065,0.10333
-4.5912,-4.2506,1.0007,-0.0024665,0.10314
-4.5231,-4.2506,1.001,-0.0028284,0.10292
-4.455,-4.2506,1.0012,-0.0031926,0.10266
-4.3868,-4.2506,1.0015,-0.0035592,0.10238
-4.3187,-4.2506,1.0019,-0.0039285,0.10206
-4.2506,-4.2506,1.0022,-0.0043007,0.1017
-4.1824,-4.2506,1.0026,-0.0046761,0.10132
-4.1143,-4.2506,1.0031,-0.0050549,0.1009
-4.0462,-4.2506,1.0035,-0.0054372,0.10044
-3.978,-4.2506,1.004,-0.0058233,0.099955
-3.9099,-4.2506,1.0046,-0.0062132,0.09943
-3.8418,-4.2506,1.0051,-0.0066071,0.09887
-3.7737,-4.2506,1.0057,-0.0070052,0.098273
-3.7055,-4.2506,1.0064,-0.0074074,0.09764
-3.6374,-4.2506,1.0071,-0.0078139,0.096969
-3.5693,-4.2506,1.0078,-0.0082246,0.09626
-3.5011,-4.2506,1.0085,-0.0086396,0.095512
-3.433,-4.2506,1.0093,-0.0090588,0.094726
-3.3649,-4.2506,1.0101,-0.0094821,0.093899
-3.2967,-4.2506,1.011,-0.0099094,0.093032
-3.2286,-4.2506,1.0119,-0.010341,0.092123
-3.1605,-4.2506,1.0129,-0.010775,0.091173
-3.0923,-4.2506,1.0139,-0.011213,0.090181
-3.0242,-4.2506,1.0149,-0.011655,0.089146
-2.9561,-4.2506,1.016,-0.012099,0.088068
-2.888,-4.2506,1.0171,-0.012545,0.086945
-2.8198,-4.2506,1.0182,-0.012994,0.085778
-2.7517,-4.2506,1.0194,-0.013443,0.084566
-2.6836,-4.2506,1.0207,-0.013894,0.083309
-2.6154,-4.2506,1.022,-0.014345,0.082005
-2.5473,-4.2506,1.0233,-0.014796,0.080656
-2.4792,-4.2506,1.0247,-0.015246,0.079259
-2.411,-4.2506,1.0261,-0.015694,0.077817
-2.3429,-4.2506,1.0275,-0.01614,0.076327
-2.2748,-4.2506,1.029,-0.016582,0.07479
-2.2067,-4.2506,1.0306,-0.01702,0.073206
-2.1385,-4.2506,1.0322,-0.017452,0.071576
-2.0704,-4.2506,1.0338,-0.017879,0.069899
-2.0023,-4.2506,1.0355,-0.018298,0.068175
-1.9341,-4.2506,1.0372,-0.018708,0.066406
-1.866,-4.2506,1.039,-0.01911,0.064591
-1.7979,-4.2506,1.0408,-0.0195,0.062731
-1.7297,-4.2506,1.0426,-0.019879,0.060828
-1.6616,-4.2506,1.0445,-0.020245,0.058882
-1.5935,-4.2506,1.0464,-0.020597,0.056893
-1.5253,-4.2506,1.0483,-0.020933,0.054864
-1.4572,-4.2506,1.0503,-0.021253,0.052796
-1.3891,-4.2506,1.0523,-0.021555,0.05069
-1.321,-4.2506,1.0544,-0.021839,0.048548
-1.2528,-4.2506,1.0565,-0.022102,0.046372
-1.1847,-4.2506,1.0586,-0.022344,0.044164
-1.1166,-4.2506,1.0607,-0.022563,0.041925
-1.0484,-4.2506,1.0628,-0.022759,0.039659
-0.98031,-4.2506,1.065,-0.022932,0.037367
-0.91218,-4.2506,1.0672,-0.023091,0.035057
-0.84405,-4.2506,1.0693,-0.023132,0.032834
-5,-4.3187,1,-0.00030315,0.10346
-4.9319,-4.3187,1.0001,-0.00061982,0.10343
-4.8637,-4.3187,1.0001,-0.00094357,0.10337
-4.7956,-4.3187,1.0002,-0.001268,0.10327
-4.7275,-4.3187,1.0004,-0.0015934,0.10315
-4.6593,-4.3187,1.0006,-0.0019201,0.10299
-4.5912,-4.3187,1.0008,-0.0022482,0.1028
-4.5231,-4.3187,1.001,-0.002578,0.10257
-4.455,-4.3187,1.0013,-0.0029098,0.10232
-4.3868,-4.3187,1.0016,-0.0032438,0.10203
-4.3187,-4.3187,1.0019,-0.0035801,0.1017
-4.2506,-4.3187,1.0023,-0.0039192,0.10135
-4.1824,-4.3187,1.0027,-0.004261,0.10096
-4.1143,-4.3187,1.0031,-0.0046059,0.10054
-4.0462,-4.3187,1.0036,-0.0049539,0.10008
-3.978,-4.3187,1.0041,-0.0053052,0.099586
-3.9099,-4.3187,1.0046,-0.00566,0.099058
-3.8418,-4.3187,1.0052,-0.0060184,0.098494
-3.7737,-4.3187,1.0058,-0.0063804,0.097894
-3.7055,-4.3187,1.0064,-0.0067462,0.097256
-3.6374,-4.3187,1.0071,-0.0071157,0.096582
-3.5693,-4.3187,1.0078,-0.0074889,0.095869
-3.5011,-4.3187,1.0086,-0.0078659,0.095117
-3.433,-4.3187,1.0094,-0.0082466,0.094327
-3.3649,-4.3187,1.0102,-0.008631,0.093497
-3.2967,-4.3187,1.0111,-0.0090188,0.092626
-3.2286,-4.3187,1.012,-0.00941,0.091715
-3.1605,-4.3187,1.0129,-0.0098044,0.090762
-3.0923,-4.3187,1.0139,-0.010202,0.089767
-3.0242,-4.3187,1.015,-0.010602,0.08873
-2.9561,-4.3187,1.016,-0.011004,0.087649
-2.888,-4.3187,1.0172,-0.011409,0.086525
-2.8198,-4.3187,1.0183,-0.011815,0.085357
-2.7517,-4.3187,1.0195,-0.012222,0.084145
-2.6836,-4.3187,1.0208,-0.01263,0.082887
-2.6154,-4.3187,1.022,-0.013038,0.081584
-2.5473,-4.3187,1.0234,-0.013445,0.080236
-2.4792,-4.3187,1.0247,-0.013852,0.078842
-2.411,-4.3187,1.0262,-0.014257,0.077402
-2.3429,-4.3187,1.0276,-0.014659,0.075916
-2.2748,-4.3187,1.0291,-0.015058,0.074384
-2.2067,-4.3187,1.0307,-0.015453,0.072805
-2.1385,-4.3187,1.0322,-0.015843,0.071181
-2.0704,-4.3187,1.0339,-0.016228,0.069512
-2.0023,-4.3187,1.0355,-0.016605,0.067796
-1.9341,-4.3187,1.0373,-0.016975,0.066037
-1.866,-4.3187,1.039,-0.017337,0.064232
-1.7979,-4.3187,1.0408,-0.017688,0.062385
-1.7297,-4.3187,1.0426,-0.018029,0.060494
-1.6616,-4.3187,1.0445,-0.018358,0.058562
-1.5935,-4.3187,1.0464,-0.018674,0.056589
-1.5253,-4.3187,1.0483,-0.018976,0.054577
-1.4572,-4.3187,1.0503,-0.019264,0.052527
-1.3891,-4.3187,1.0523,-0.019535,0.05044
-1.321,-4.3187,1.0543,-0.019789,0.048318
-1.2528,-4.3187,1.0564,-0.020024,0.046163
-1.1847,-4.3187,1.0584,-0.020241,0.043977
-1.1166,-4.3187,1.0605,-0.020438,0.041762
-1.0484,-4.3187,1.0627,-0.020613,0.039521
-0.98031,-4.3187,1.0648,-0.020768,0.037254
-0.91218,-4.3187,1.067,-0.02091,0.03497
-0.84405,-4.3187,1.069,-0.020946,0.032772
-5,-4.3868,1,-0.00027351,0.10316
-4.9319,-4.3868,1.0001,-0.0005592,0.10313
-4.8637,-4.3868,1.0001,-0.00085128,0.10306
-4.7956,-4.3868,1.0002,-0.001144,0.10297
-4.7275,-4.3868,1.0004,-0.0014375,0.10284
-4.6593,-4.3868,1.0006,-0.0017322,0.10268
-4.5912,-4.3868,1.0008,-0.0020281,0.10248
-4.5231,-4.3868,1.001,-0.0023256,0.10226
-4.455,-4.3868,1.0013,-0.0026248,0.102
-4.3868,-4.3868,1.0016,-0.0029259,0.10171
-4.3187,-4.3868,1.0019,-0.0032292,0.10138
-4.2506,-4.3868,1.0023,-0.0035349,0.10103
-4.1824,-4.3868,1.0027,-0.003843,0.10063
-4.1143,-4.3868,1.0031,-0.0041537,0.10021
-4.0462,-4.3868,1.0036,-0.0044673,0.099747
-3.978,-4.3868,1.0041,-0.0047838,0.099252
-3.9099,-4.3868,1.0046,-0.0051034,0.09872
-3.8418,-4.3868,1.0052,-0.0054261,0.098153
-3.7737,-4.3868,1.0058,-0.0057521,0.09755
-3.7055,-4.3868,1.0065,-0.0060813,0.096909
-3.6374,-4.3868,1.0071,-0.0064138,0.096231
-3.5693,-4.3868,1.0079,-0.0067496,0.095515
-3.5011,-4.3868,1.0086,-0.0070887,0.09476
-3.433,-4.3868,1.0094,-0.007431,0.093967
-3.3649,-4.3868,1.0103,-0.0077765,0.093134
-3.2967,-4.3868,1.0111,-0.0081251,0.09226
-3.2286,-4.3868,1.0121,-0.0084766,0.091346
-3.1605,-4.3868,1.013,-0.0088308,0.090391
-3.0923,-4.3868,1.014,-0.0091876,0.089394
-3.0242,-4.3868,1.015,-0.0095467,0.088354
-2.9561,-4.3868,1.0161,-0.0099077,0.087272
-2.888,-4.3868,1.0172,-0.010271,0.086147
-2.8198,-4.3868,1.0184,-0.010635,0.084978
-2.7517,-4.3868,1.0196,-0.011,0.083765
-2.6836,-4.3868,1.0208,-0.011365,0.082508
-2.6154,-4.3868,1.0221,-0.011731,0.081206
-2.5473,-4.3868,1.0235,-0.012096,0.079859
-2.4792,-4.3868,1.0248,-0.01246,0.078466
-2.411,-4.3868,1.0262,-0.012822,0.077029
-2.3429,-4.3868,1.0277,-0.013182,0.075546
-2.2748,-4.3868,1.0292,-0.013539,0.074018
-2.2067,-4.3868,1.0307,-0.013892,0.072445
-2.1385,-4.3868,1.0323,-0.014241,0.070827
-2.0704,-4.3868,1.0339,-0.014584,0.069164
-2.0023,-4.3868,1.0356,-0.014921,0.067457
-1.9341,-4.3868,1.0373,-0.015251,0.065706
-1.866,-4.3868,1.039,-0.015574,0.063911
-1.7979,-4.3868,1.0408,-0.015887,0.062074
-1.7297,-4.3868,1.0426,-0.016191,0.060196
-1.6616,-4.3868,1.0445,-0.016484,0.058276
-1.5935,-4.3868,1.0464,-0.016766,0.056318
-1.5253,-4.3868,1.0483,-0.017035,0.05432
-1.4572,-4.3868,1.0502,-0.01729,0.052286
-1.3891,-4.3868,1.0522,-0.017532,0.050216
-1.321,-4.3868,1.0542,-0.017757,0.048113
-1.2528,-4.3868,1.0562,-0.017967,0.045977
-1.1847,-4.3868,1.0583,-0.018159,0.043811
-1.1166,-4.3868,1.0604,-0.018334,0.041617
-1.0484,-4.3868,1.0625,-0.018489,0.039398
-0.98031,-4.3868,1.0646,-0.018626,0.037154
-0.91218,-4.3868,1.0668,-0.018752,0.034892
-0.84405,-4.3868,1.0688,-0.018783,0.032717
-5,-4.455,1,-0.00024364,0.10288
-4.9319,-4.455,1.0001,-0.00049814,0.10285
-4.8637,-4.455,1.0001,-0.00075832,0.10279
-4.7956,-4.455,1.0002,-0.0010191,0.10269
-4.7275,-4.455,1.0004,-0.0012805,0.10256
-4.6593,-4.455,1.0006,-0.001543,0.1024
-4.5912,-4.455,1.0008,-0.0018065,0.1022
-4.5231,-4.455,1.001,-0.0020714,0.10198
-4.455,-4.455,1.0013,-0.0023379,0.10172
-4.3868,-4.455,1.0016,-0.002606,0.10142
-4.3187,-4.455,1.0019,-0.002876,0.1011
-4.2506,-4.455,1.0023,-0.0031481,0.10074
-4.1824,-4.455,1.0027,-0.0034223,0.10034
-4.1143,-4.455,1.0031,-0.0036989,0.099914
-4.0462,-4.455,1.0036,-0.0039779,0.099451
-3.978,-4.455,1.0041,-0.0042595,0.098952
-3.9099,-4.455,1.0047,-0.0045437,0.098418
-3.8418,-4.455,1.0052,-0.0048307,0.097848
-3.7737,-4.455,1.0059,-0.0051205,0.097242
-3.7055,-4.455,1.0065,-0.0054132,0.096598
-3.6374,-4.455,1.0072,-0.0057087,0.095918
-3.5693,-4.455,1.0079,-0.0060071,0.095199
-3.5011,-4.455,1.0087,-0.0063084,0.094441
-3.433,-4.455,1.0095,-0.0066124,0.093645
-3.3649,-4.455,1.0103,-0.0069192,0.092809
-3.2967,-4.455,1.0112,-0.0072287,0.091933
-3.2286,-4.455,1.0121,-0.0075406,0.091017
-3.1605,-4.455,1.0131,-0.0078549,0.090059
-3.0923,-4.455,1.0141,-0.0081714,0.08906
-3.0242,-4.455,1.0151,-0.0084898,0.088019
-2.9561,-4.455,1.0162,-0.0088099,0.086936
-2.888,-4.455,1.0173,-0.0091314,0.085809
-2.8198,-4.455,1.0185,-0.009454,0.08464
-2.7517,-4.455,1.0197,-0.0097774,0.083427
-2.6836,-4.455,1.0209,-0.010101,0.082169
-2.6154,-4.455,1.0222,-0.010425,0.080868
-2.5473,-4.455,1.0235,-0.010748,0.079523
-2.4792,-4.455,1.0249,-0.01107,0.078132
-2.411,-4.455,1.0263,-0.01139,0.076697
-2.3429,-4.455,1.0277,-0.011708,0.075218
-2.2748,-4.455,1.0292,-0.012024,0.073694
-2.2067,-4.455,1.0308,-0.012336,0.072125
-2.1385,-4.455,1.0323,-0.012644,0.070512
-2.0704,-4.455,1.034,-0.012947,0.068856
-2.0023,-4.455,1.0356,-0.013244,0.067155
-1.9341,-4.455,1.0373,-0.013536,0.065412
-1.866,-4.455,1.039,-0.01382,0.063626
-1.7979,-4.455,1.0408,-0.014096,0.061799
-1.7297,-4.455,1.0426,-0.014364,0.059931
-1.6616,-4.455,1.0445,-0.014622,0.058023
-1.5935,-4.455,1.0463,-0.01487,0.056077
-1.5253,-4.455,1.0482,-0.015107,0.054093
-1.4572,-4.455,1.0502,-0.015332,0.052073
-1.3891,-4.455,1.0521,-0.015544,0.050018
-1.321,-4.455,1.0541,-0.015743,0.047931
-1.2528,-4.455,1.0561,-0.015927,0.045812
-1.1847,-4.455,1.0582,-0.016096,0.043664
-1.1166,-4.455,1.0603,-0.016249,0.041489
-1.0484,-4.455,1.0623,-0.016385,0.039289
-0.98031,-4.455,1.0644,-0.016505,0.037065
-0.91218,-4.455,1.0666,-0.016616,0.034824
-0.84405,-4.455,1.0686,-0.016643,0.032669
-5,-4.5231,1,-0.00021359,0.10264
-4.9319,-4.5231,1.0001,-0.00043669,0.10261
-4.8637,-4.5231,1.0001,-0.00066478,0.10254
-4.7956,-4.5231,1.0002,-0.00089334,0.10244
-4.7275,-4.5231,1.0004,-0.0011225,0.10231
-4.6593,-4.5231,1.0006,-0.0013526,0.10215
-4.5912,-4.5231,1.0008,-0.0015836,0.10195
-4.5231,-4.5231,1.001,-0.0018158,0.10173
-4.455,-4.5231,1.0013,-0.0020492,0.10147
-4.3868,-4.5231,1.0016,-0.0022842,0.10117
-4.3187,-4.5231,1.0019,-0.0025208,0.10084
-4.2506,-4.5231,1.0023,-0.0027591,0.10048
-4.1824,-4.5231,1.0027,-0.0029994,0.10008
-4.1143,-4.5231,1.0031,-0.0032416,0.099654
-4.0462,-4.5231,1.0036,-0.003486,0.099189
-3.978,-4.5231,1.0041,-0.0037325,0.098688
-3.9099,-4.5231,1.0047,-0.0039814,0.098152
