"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
5.5644,1.2311,-0.005,0.9029,-0.044957,-3.6534e-19,-0.034582
17.089,0.31551,-0.005,0.68254,-0.0044008,3.4627e-21,0.00046793
-2.7789,2.7307,-0.005,0.99371,0.055989,5.6769e-19,0.064778
16.261,0.34845,-0.005,0.67529,-0.005166,-2.1604e-22,0.00041483
2.3763,9.4893,-0.005,1.0373,0.0003898,2.8886e-19,-0.0069273
19.492,-3.3003,-0.005,1.0546,0.0054439,0,-0.0001551
12.25,-4.2948,-0.005,1.0604,0.009022,-1.4697e-19,-0.0059657
-4.6183,0.31017,-0.005,0.97505,0.0043709,-4.4333e-18,0.087995
11.486,1.6776,-0.005,0.98406,-0.017158,-6.8389e-20,-0.0030778
16.268,0.44606,-0.005,0.68951,-0.0064169,7.5291e-21,0.00024462
8.8025,-0.40316,-0.005,0.52739,0.016193,-2.6863e-20,-0.0060613
8.8768,2.8942,-0.005,1.0689,-0.016864,2.4692e-19,-0.011914
-0.029889,-3.3188,-0.005,1.0718,-0.077152,1.5801e-19,-0.018304
-0.078884,0.67646,-0.005,0.90849,0.26104,9.0643e-19,-0.35805
0.55951,0.069277,-0.005,-0.0094414,0.014146,3.0704e-19,-0.253
13.876,3.7754,-0.005,1.0593,-0.0080252,7.3383e-20,-0.003458
13.928,3.5379,-0.005,1.0594,-0.0082084,-1.3498e-20,-0.003179
14.103,3.7328,-0.005,1.0591,-0.0078504,-1.7312e-21,-0.003207
4.8293,-3.5496,-0.005,1.0921,0.0091519,-1.3027e-19,-0.037671
-2.7294,2.6214,-0.005,0.99161,0.057808,-3.8087e-19,0.066958
0.91526,0.96088,-0.005,0.95688,0.045304,1.0165e-18,-0.22667
12.526,-1.3633,-0.005,0.90828,0.016361,9.2579e-22,-0.0016726
16.075,-1.3044,-0.005,0.88812,0.011398,-5.8876e-21,0.00022989
-4.1352,0.074939,-0.005,0.96672,0.0014018,-2.3154e-18,0.09615
0.81557,0.49704,-0.005,0.16449,0.013115,7.1486e-19,-0.26
11.296,-2.9215,-0.005,1.0622,0.012463,-6.3064e-20,-0.005646
0.7806,9.5369,-0.005,1.0313,0.00092795,-1.4114e-20,0.0015477
9.4791,-5.0678,-0.005,1.0643,0.0097154,5.5394e-19,-0.012194
-1.8625,0.36883,-0.005,0.85939,0.045631,1.8157e-18,0.19304
0.64145,-0.31197,-0.005,-0.0077274,-0.042485,5.4631e-19,-0.2696
2.9824,1.5318,-0.005,1.1046,-0.022313,1.1654e-18,-0.10154
3.402,1.6786,-0.005,1.1109,-0.024531,-2.9132e-19,-0.084351
17.914,5.5869,-0.005,1.0526,-0.0044244,-2.7899e-19,-0.001333
15.712,-3.8362,-0.005,1.0577,0.0065214,-1.6461e-20,-0.0020084
15.671,-3.2033,-0.005,1.0573,0.0070465,3.0039e-20,-0.0015765
-2.7098,-4.5787,-0.005,1.0169,-0.038972,5.379e-18,0.037267
19.659,-1.9011,-0.005,0.98516,0.0080592,-1.585e-21,-3.7104e-05
6.9999,-1.8059,-0.005,1.0417,0.029364,5.2836e-19,-0.0197
-3.0005,-0.83639,-0.005,0.94453,-0.031802,3.0265e-18,0.11648
5.0782,-4.1983,-0.005,1.0849,0.0064659,1.0121e-18,-0.031693
6.9504,3.9299,-0.005,1.0762,-0.013511,-5.2065e-19,-0.021714
15.56,-3.8497,-0.005,1.0578,0.0066118,-3.5963e-22,-0.0021282
16.202,-0.67166,-0.005,0.73358,0.0089152,3.4964e-21,0.0001579
0.21784,-0.55067,-0.005,0.20609,0.019478,-3.8012e-20,-0.37852
8.6846,3.0743,-0.005,1.0699,-0.016512,-3.8562e-20,-0.012991
-0.91873,1.6515,-0.005,1.0037,0.17146,-4.0864e-19,0.044031
-0.87604,-0.50677,-0.005,0.72597,-0.28598,-1.2493e-18,0.2592
8.2573,0.40588,-0.005,0.50943,-0.017933,7.6151e-20,-0.007983
-3.1206,2.9815,-0.005,0.99635,0.04725,-1.0335e-18,0.061842
-1.1492,0.50934,-0.005,0.77173,0.17138,2.9245e-18,0.25039
8.7687,-4.7412,-0.005,1.0669,0.010782,1.1426e-19,-0.014055
1.0456,-0.75016,-0.005,0.58194,0.00026771,2.4046e-18,-0.23691
17.098,-2.5786,-0.005,1.0448,0.0070577,-4.148e-21,-0.00057634
18.555,-1.2552,-0.005,0.87602,0.0095609,-2.3323e-20,0.00032307
5.0946,-1.6969,-0.005,1.0617,0.035372,5.2639e-19,-0.043185
5.3297,-1.6715,-0.005,1.0501,0.036043,-2.972e-18,-0.039259
5.148,-1.9392,-0.005,1.0851,0.030228,1.9678e-19,-0.041896
4.9095,-1.6831,-0.005,1.0629,0.035948,-1.6284e-19,-0.046707
4.8251,7.7396,-0.005,1.0625,-9.3399e-05,3.1898e-19,-0.016475
0.25682,-0.88921,-0.005,1.0816,-0.16442,1.8686e-19,-0.27775
-0.41761,0.47882,-0.005,0.68333,0.53661,6.875e-21,-0.026891
10.313,0.92357,-0.005,0.76025,-0.021877,-1.2148e-19,-0.0030995
10.393,1.1356,-0.005,0.83964,-0.022028,-5.8233e-20,-0.0034692
9.8241,1.6742,-0.005,0.99341,-0.021265,-5.1607e-20,-0.0056987
9.7197,1.4305,-0.005,0.93708,-0.023289,-9.7744e-20,-0.0053605
7.6004,-2.8493,-0.005,1.0748,0.019183,-9.4085e-20,-0.017891
-2.421,-2.902,-0.005,1.0007,-0.062682,-9.0386e-19,0.057003
2.2661,-0.094748,-0.005,-0.029401,0.0082644,-5.9902e-18,-0.16163
-0.092659,-0.88542,-0.005,1.1595,-0.34028,-1.3551e-18,-0.22386
13.166,-1.3951,-0.005,0.9144,0.01521,-1.7798e-20,-0.0011244
13.257,-1.1477,-0.005,0.84672,0.015262,2.7759e-20,-0.00081307
-0.45494,0.39154,-0.005,0.49008,0.49057,0,0.10323
0.97447,0.72366,-0.005,0.53951,0.00041667,-2.4748e-18,-0.24113
-1.1117,-1.4192,-0.005,0.96695,-0.17402,1.5534e-19,0.079937
2.0483,3.8713,-0.005,1.0971,0.028713,6.7916e-19,-0.044457
-0.5875,-0.78141,-0.005,0.92404,-0.3985,1.4251e-19,0.056009
9.6013,0.7298,-0.005,0.67235,-0.021531,-1.1636e-19,-0.0031028
9.3986,1.0032,-0.005,0.78747,-0.024968,-2.0865e-19,-0.0051549
9.6644,0.17294,-0.005,0.50374,-0.006344,-6.9053e-20,-0.0035913
0.77584,-0.68686,-0.005,0.4782,-0.0066241,1.0666e-18,-0.25736
6.1611,0.22939,-0.005,0.34598,-0.01554,4.0921e-19,-0.023658
6.3928,0.35181,-0.005,0.40381,-0.022143,-5.5963e-19,-0.020797
6.0629,0.51174,-0.005,0.46563,-0.031076,1.0204e-18,-0.025325
19.809,-2.6686,-0.005,1.0429,0.0061796,2.7091e-21,-8.5727e-05
12.009,2.6525,-0.005,1.0578,-0.011914,3.3595e-20,-0.004098
11.218,-3.7853,-0.005,1.0628,0.010971,-3.9677e-20,-0.0070868
16.1,-1.1908,-0.005,0.86057,0.011329,1.2505e-20,0.00010344
-8.5246,3.4043,-0.005,0.99964,0.0042142,8.392e-18,0.058376
15.914,0.76353,-0.005,0.75236,-0.0098662,-1.0322e-20,9.436e-05
19.875,2.1336,-0.005,1.0094,-0.0073789,1.5913e-21,-5.042e-05
19.624,2.2622,-0.005,1.0211,-0.0070493,-2.2689e-21,-9.8463e-05
0.37805,1.2512,-0.005,1.1981,0.17844,4.6965e-20,-0.18219
17.726,-4.3638,-0.005,1.0555,0.0052178,1.3999e-22,-0.0010948
13.839,-1.7912,-0.005,0.99045,0.01245,-1.6369e-20,-0.0010649
3.8837,1.2498,-0.005,0.9545,-0.047623,8.8106e-19,-0.074711
5.0322,3.7964,-0.005,1.0885,-0.0086898,2.2889e-19,-0.034422
5.0999,3.5216,-0.005,1.0902,-0.011045,4.3549e-19,-0.035586
5.6812,3.4476,-0.005,1.0862,-0.01406,-1.4377e-20,-0.031093
17.99,3.6442,-0.005,1.0564,-0.0054986,4.7631e-21,-0.00072915
-1.3253,0.68444,-0.005,0.83715,0.14918,-1.8471e-18,0.20251
-1.5683,5.5496,-0.005,1.0326,0.0339,-2.4009e-19,0.018907
18.336,-1.9879,-0.005,0.99831,0.0081861,2.2718e-21,-9.1562e-05
17.989,-2.647,-0.005,1.0455,0.0065658,4.8605e-21,-0.00034359
18.613,-1.9392,-0.005,0.99269,0.0082711,2.328e-21,2.1269e-05
3.2687,-0.45884,-0.005,0.26809,0.040846,-1.0088e-18,-0.10281
3.0952,-0.30757,-0.005,0.14024,0.029345,-8.566e-18,-0.11145
3.0339,-0.55717,-0.005,0.34112,0.047668,2.9031e-18,-0.11368
2.772,-0.41285,-0.005,0.19304,0.038059,1.1709e-17,-0.12917
0.0073009,-0.68621,-0.005,0.84989,-0.17947,1.7736e-20,-0.37323
-3.7367,-1.1422,-0.005,0.96682,-0.024892,-2.5016e-19,0.095041
16.022,-0.12445,-0.005,0.65116,0.0020193,5.1173e-21,0.00045144
-0.99893,3.719,-0.005,1.0411,0.067107,1.7496e-19,0.013539
9.4291,-2.7078,-0.005,1.0659,0.016475,-3.3228e-19,-0.0096183
9.2454,-2.8929,-0.005,1.0676,0.016183,3.4077e-19,-0.010593
7.0297,1.3865,-0.005,0.94503,-0.034876,4.042e-19,-0.017933
10.698,-2.6643,-0.005,1.0614,0.014135,-3.7824e-20,-0.0062955
3.0103,-2.2392,-0.005,1.1333,0.0011043,3.8231e-18,-0.080741
-0.59949,-5.9186,-0.005,1.0431,-0.030051,-5.8251e-19,0.007195
0.1882,-0.5481,-0.005,0.2042,0.018381,-2.5031e-19,-0.39329
0.46373,-0.606,-0.005,0.32728,0.003766,-7.7458e-21,-0.29557
6.572,3.3934,-0.005,1.0803,-0.016206,5.4442e-19,-0.024616
13.372,-4.0487,-0.005,1.0594,0.0082329,5.5506e-20,-0.0042484
-0.68252,0.57057,-0.005,0.76825,0.41328,1.7805e-19,0.18481
9.3568,-3.5548,-0.005,1.0674,0.013914,1.5863e-19,-0.011313
0.65032,-0.58795,-0.005,0.28803,-0.0052144,-7.46e-19,-0.27158
7.9856,3.9391,-0.005,1.0716,-0.013749,5.8461e-19,-0.016741
18.387,-4.8159,-0.005,1.0541,0.0048042,-3.1798e-21,-0.00085399
5.8606,0.59331,-0.005,0.51089,-0.036902,1.5198e-19,-0.027995
7.3904,-0.63363,-0.005,0.57971,0.028674,-3.0371e-19,-0.013182
7.3498,-1.0389,-0.005,0.79659,0.035022,-5.4449e-20,-0.014444
-2.1093,-5.4161,-0.005,1.0263,-0.033607,-7.4853e-19,0.025625
5.3441,3.7031,-0.005,1.0871,-0.010916,2.4824e-19,-0.032683
18.625,-3.9807,-0.005,1.0558,0.0051731,1.6306e-21,-0.00055621
18.458,-3.9814,-0.005,1.0559,0.0052106,-7.856e-21,-0.00062994
1.5648,0.3592,-0.005,0.06701,-0.017587,-2.3786e-18,-0.21038
5.8634,-2.0618,-0.005,1.0795,0.028344,1.924e-20,-0.031742
5.6246,-2.0112,-0.005,1.0806,0.029307,5.7892e-19,-0.034943
7.7517,3.9524,-0.005,1.0725,-0.013734,-3.0584e-19,-0.017766
-1.5323,3.653,-0.005,1.028,0.064364,-1.1968e-18,0.027387
10.299,2.4501,-0.005,1.0588,-0.015627,-1.1613e-19,-0.0067163
0.13295,-1.2157,-0.005,1.182,-0.22651,2.0232e-19,-0.16554
9.1802,3.9516,-0.005,1.0674,-0.012924,-2.5066e-20,-0.012345
-3.1176,-2.059,-0.005,0.97789,-0.048542,-4.6879e-19,0.082099
-0.28172,-0.51759,-0.005,0.64727,-0.37289,4.3532e-20,-0.24483
5.6459,5.0773,-0.005,1.0761,-0.0053079,-6.1042e-19,-0.024751
19.577,0.4135,-0.005,0.72185,-0.004576,1.1959e-22,0.00016351
0.83931,0.0096811,-0.005,-0.070166,0.0015234,-1.0932e-18,-0.25122
-3.512,1.1477,-0.005,0.96311,0.028704,-7.1623e-19,0.098568
-8.0694,-3.2037,-0.005,0.99931,-0.0055462,-8.2702e-18,0.059313
18.106,4.6467,-0.005,1.0546,-0.0049399,-9.6885e-20,-0.00098457
-1.2691,-1.2249,-0.005,0.93309,-0.16601,-2.3766e-18,0.11385
1.2172,0.19208,-0.005,-0.057652,0.0014401,5.3684e-18,-0.23335
-0.31186,-0.91854,-0.005,1.0862,-0.38182,4.5302e-19,-0.10393
-0.72861,1.2884,-0.005,0.99524,0.23392,-4.4201e-19,0.040128
18.142,-3.9198,-0.005,1.0561,0.0053217,-1.4154e-20,-0.00074823
13.402,1.0214,-0.005,0.80898,-0.014848,-1.7653e-20,-0.00080918
3.0419,0.2301,-0.005,0.092502,-0.022393,1.1405e-19,-0.11444
3.0927,-0.025163,-0.005,0.039389,0.0014217,1.2723e-18,-0.11184
15.536,4.0785,-0.005,1.0574,-0.0064473,1.2343e-19,-0.0023222
-4.1956,-3.7648,-0.005,1.0012,-0.029557,-6.6396e-19,0.055609
12.007,3.9238,-0.005,1.0613,-0.0097958,1.31e-20,-0.0059351
14.648,2.6829,-0.005,1.0527,-0.0086161,8.6541e-21,-0.0016881
16.455,-0.88724,-0.005,0.78809,0.010301,5.7097e-21,0.00028453
13.077,-3.7468,-0.005,1.0602,0.0088709,-5.0373e-20,-0.0042715
4.6823,-0.50236,-0.005,0.38849,0.039006,1.835e-19,-0.051171
4.7078,-0.17393,-0.005,0.22203,0.015957,1.9873e-18,-0.049959
6.5981,-2.1099,-0.005,1.0723,0.026622,-4.6273e-19,-0.023952
-0.79666,-0.73396,-0.005,0.84654,-0.3207,6.4083e-20,0.15398
-0.048719,7.5547,-0.005,1.0423,0.014017,-1.0844e-18,0.004729
17.883,1.1079,-0.005,0.84222,-0.0097764,3.9816e-21,0.00033058
8.1521,-0.065027,-0.005,0.42923,0.0032608,2.4059e-20,-0.0080364
0.46042,0.34559,-0.005,-0.010394,0.026394,2.9629e-19,-0.29545
12.201,0.055284,-0.005,0.57163,-0.0015634,-3.1641e-20,-0.00055803
1.2557,-0.22216,-0.005,-0.042954,0.00097613,4.172e-18,-0.23079
17.29,0.71222,-0.005,0.75167,-0.008341,-2.4514e-21,0.00076749
-1.6655,2.9076,-0.005,1.0149,0.080192,6.2644e-19,0.041569
10.621,0.22382,-0.005,0.54323,-0.0070188,5.0449e-20,-0.0020062
10.802,0.3963,-0.005,0.58309,-0.011552,-5.3818e-20,-0.0018506
-0.49954,0.23542,-0.005,0.16783,0.28388,-2.4156e-20,0.3793
11.099,0.51915,-0.005,0.62512,-0.013898,-1.2213e-19,-0.0016413
13.702,-6.3709,-0.005,1.0547,0.0053165,1.9292e-19,-0.0055386
-2.5088,3.702,-0.005,1.012,0.051046,5.6266e-19,0.044174
-2.7286,3.6162,-0.005,1.0085,0.048857,-1.537e-18,0.048043
-2.533,3.4392,-0.005,1.0085,0.053873,1.0544e-18,0.048309
-0.075721,3.7544,-0.005,1.0653,0.064911,3.7422e-19,-0.011692
19.475,-0.32899,-0.005,0.71028,0.0034946,3.964e-21,0.00012265
8.4744,-4.293,-0.005,1.0689,0.012288,9.3871e-19,-0.014916
-1.5299,0.31954,-0.005,0.80798,0.064867,-1.3034e-18,0.23482
-2.0757,-3.9479,-0.005,1.0205,-0.053068,-8.648e-19,0.034903
-1.0277,0.29288,-0.005,0.66529,0.15258,1.4992e-18,0.33026
2.8739,-2.9677,-0.005,1.1173,-0.010989,2.6312e-19,-0.064046
3.3595,2.7256,-0.005,1.1178,-0.0010977,-1.6003e-18,-0.063896
3.6259,2.7233,-0.005,1.1145,-0.0054363,-3.5574e-19,-0.060311
3.0934,2.7638,-0.005,1.1201,0.0042591,-2.9946e-19,-0.066569
3.0221,-1.0649,-0.005,0.85714,0.049209,1.8371e-18,-0.11116
8.3657,-0.27098,-0.005,0.47226,0.012242,4.5113e-20,-0.0075312
-1.8478,0.031932,-0.005,0.84553,0.0051411,3.7215e-18,0.20583
4.706,1.9928,-0.005,1.0971,-0.027982,2.851e-20,-0.049676
0.38539,2.8182,-0.005,1.0967,0.087177,-7.6627e-19,-0.044787
0.29259,1.1166,-0.005,1.198,0.19925,8.1351e-19,-0.2079
7.0585,3.2159,-0.005,1.0777,-0.017491,-3.2772e-20,-0.021465
6.568,2.7059,-0.005,1.0816,-0.02111,-7.9971e-19,-0.024918
18.277,-3.0916,-0.005,1.054,0.0058439,2.3511e-21,-0.00043179
18.271,-2.2505,-0.005,1.0239,0.0073716,-2.5619e-21,-7.3323e-05
18.072,-2.376,-0.005,1.0328,0.0071146,0,-0.00019348
18.68,-1.674,-0.005,0.95504,0.008873,-2.0871e-21,0.0001309
4.5755,-2.7325,-0.005,1.1021,0.015477,8.2178e-19,-0.046717
-3.0591,-1.9299,-0.005,0.97451,-0.04935,-4.8271e-18,0.085591
-2.9009,-2.1336,-0.005,0.97924,-0.054523,5.0954e-20,0.080485
1.0419,1.6942,-0.005,1.1793,0.088815,2.502e-18,-0.13804
15.485,3.9781,-0.005,1.0576,-0.0065635,1.7629e-20,-0.0022703
-0.78891,3.7693,-0.005,1.0466,0.066571,-3.5438e-21,0.0077717
18.822,-1.4737,-0.005,0.91959,0.0092389,-4.1751e-22,0.00030033
7.2324,-2.9641,-0.005,1.077,0.018905,1.5027e-18,-0.020205
-0.68163,-0.32424,-0.005,0.52322,-0.38855,4.576e-21,0.34494
-1.0324,0.91608,-0.005,0.88584,0.22469,1.6689e-18,0.14532
0.27611,-6.439,-0.005,1.0497,-0.022805,-8.1345e-19,-0.00079209
5.4625,-6.7415,-0.005,1.0667,0.0015898,-2.6214e-18,-0.019103
3.1334,-3.947,-0.005,1.0966,-0.010729,-2.5789e-19,-0.043736
5.0695,-1.3046,-0.005,0.94876,0.045113,-1.0685e-19,-0.043576
5.2731,-1.4756,-0.005,1.0058,0.040753,-1.4773e-19,-0.040131
4.0549,2.1667,-0.005,1.1136,-0.019808,2.7619e-19,-0.060749
4.2971,2.2914,-0.005,1.1092,-0.019813,-8.082e-19,-0.05493
14.359,-0.049366,-0.005,0.61917,0.00098802,-5.1598e-21,0.00020362
16.935,-2.5266,-0.005,1.043,0.0072807,6.5848e-21,-0.00058674
1.2289,-0.49993,-0.005,0.19396,0.0092358,-5.4652e-18,-0.23198
15.802,-4.2802,-0.005,1.0569,0.0061558,3.7678e-21,-0.0022426
5.4116,0.048391,-0.005,0.2565,-0.0033885,-3.3177e-19,-0.03464
5.6136,-0.10704,-0.005,0.27912,0.0081013,4.3442e-19,-0.031536
0.56507,1.6215,-0.005,1.1711,0.13445,-5.0037e-19,-0.13259
9.5608,-3.7203,-0.005,1.0666,0.013192,-2.2469e-21,-0.010907
12.301,3.1087,-0.005,1.0611,-0.010622,-3.3428e-20,-0.0044408
13.07,4.3226,-0.005,1.0593,-0.0081809,4.2826e-20,-0.0048948
3.8733,2.2984,-0.005,1.1166,-0.015325,3.6977e-19,-0.062618
0.99914,-0.092558,-0.005,-0.08143,-0.0074004,1.8919e-18,-0.24533
1.5249,-0.25418,-0.005,-0.01417,0.010579,5.0722e-18,-0.21257
11.869,2.3853,-0.005,1.0512,-0.012926,-2.6572e-20,-0.0038308
11.703,2.5697,-0.005,1.0569,-0.012646,1.2237e-20,-0.0043481
11.623,2.307,-0.005,1.0486,-0.013638,-3.8303e-20,-0.0039798
1.5854,0.59893,-0.005,0.33428,-0.027169,-1.9122e-18,-0.20616
-3.964,-0.22049,-0.005,0.96347,-0.0046103,4.8041e-18,0.099176
13.503,-1.2904,-0.005,0.88647,0.014749,-1.6058e-20,-0.0005755
16.928,3.4535,-0.005,1.057,-0.0060606,-2.4163e-20,-0.0011047
-0.28295,1.4324,-0.005,1.0864,0.22843,-8.4032e-19,-0.053237
8.1615,-0.35414,-0.005,0.48699,0.015642,3.1915e-19,-0.0085077
11.461,1.4487,-0.005,0.93451,-0.018364,-2.7209e-21,-0.0025031
11.594,1.6663,-0.005,0.98042,-0.016883,-9.8926e-20,-0.0027533
5.4393,-3.8677,-0.005,1.0852,0.01019,-1.7033e-19,-0.03115
12.473,2.7182,-0.005,1.0578,-0.011087,5.1098e-20,-0.0036306
12.437,2.5569,-0.005,1.0548,-0.011545,4.0792e-20,-0.0034184
12.252,2.7178,-0.005,1.0582,-0.011414,-1.4354e-19,-0.003894
12.495,2.8616,-0.005,1.0595,-0.010774,-1.8703e-20,-0.0038546
6.0051,2.7826,-0.005,1.0864,-0.020314,3.5564e-19,-0.029946
-0.24429,9.5373,-0.005,1.0283,0.0012853,-1.6467e-20,0.0081653
0.5242,-0.44506,-0.005,0.058429,-0.019933,6.6832e-19,-0.28849
8.9793,-3.8226,-0.005,1.0682,0.013515,-1.9321e-19,-0.012846
17.986,-4.3774,-0.005,1.0553,0.0051313,-7.5615e-20,-0.00095655
-1.6273,-1.0119,-0.005,0.90324,-0.11847,-1.8778e-18,0.14777
1.2117,0.94609,-0.005,0.87864,0.013839,9.9428e-19,-0.21549
1.4542,1.4326,-0.005,1.1737,0.048951,-8.0388e-19,-0.15966
11.914,-1.9246,-0.005,1.018,0.014854,4.9505e-20,-0.0029497
12.781,0.022778,-0.005,0.58469,-0.00056371,-5.3608e-21,-0.00024449
7.6178,3.7568,-0.005,1.0736,-0.014613,5.1244e-19,-0.01839
16.05,-3.5456,-0.005,1.0576,0.0065012,3.4432e-20,-0.0016047
6.0516,4.2739,-0.005,1.0793,-0.010077,-4.4048e-19,-0.025879
8.5052,-2.5073,-0.005,1.0678,0.019322,-1.1714e-19,-0.012646
12.875,0.75917,-0.005,0.72496,-0.013973,-1.7707e-20,-0.00022979
-2.8626,-3.8523,-0.005,1.0098,-0.044718,-5.3132e-19,0.046319
1.5202,-2.3626,-0.005,1.1422,-0.053113,4.7398e-19,-0.092009
-0.67324,-0.52544,-0.005,0.7358,-0.42862,3.6889e-20,0.19836
16.297,-1.7141,-0.005,0.96885,0.010168,1.5974e-22,-0.00021575
-0.75704,1.0052,-0.005,0.9425,0.28334,-1.821e-19,0.078899
9.376,0.5847,-0.005,0.60956,-0.019136,4.1034e-20,-0.0042696
8.4013,0.15955,-0.005,0.45134,-0.0075316,-2.677e-19,-0.00708
-0.83577,1.1366,-0.005,0.9562,0.24386,1.0407e-18,0.075574
-0.63097,-0.44632,-0.005,0.65906,-0.46976,-6.223e-20,0.22964
-0.078703,0.57461,-0.005,0.52659,0.12816,-9.4822e-20,-0.41811
7.4138,3.5523,-0.005,1.075,-0.015621,1.1848e-19,-0.019395
14.73,-3.8807,-0.005,1.0584,0.0072007,8.6647e-20,-0.0027769
4.1912,1.6007,-0.005,1.069,-0.036029,2.3723e-19,-0.06315
-0.79393,-1.3577,-0.005,0.99376,-0.21603,-1.1061e-19,0.045662
-4.582,-1.1427,-0.005,0.97857,-0.015452,8.3579e-18,0.083781
-0.14194,1.5731,-0.005,1.1049,0.19944,-2.0761e-19,-0.067629
0.45928,0.6465,-0.005,0.42293,0.0023589,5.571e-20,-0.29827
0.52693,0.64955,-0.005,0.42233,0.0037809,-2.8101e-19,-0.28823
-0.62979,0.30684,-0.005,0.47015,0.42611,8.3099e-19,0.34771
0.18885,-0.78954,-0.005,0.9578,-0.1414,2.4575e-19,-0.31861
7.0346,-3.377,-0.005,1.0775,0.01653,1.8977e-19,-0.02156
6.9245,-3.2422,-0.005,1.0784,0.017319,1.6454e-19,-0.022276
6.6971,-3.704,-0.005,1.0784,0.014436,-7.2177e-19,-0.023393
-0.089708,-0.53813,-0.005,0.33034,-0.078389,1.3923e-19,-0.4285
11.568,-2.6505,-0.005,1.0589,0.012635,-2.9439e-20,-0.0047333
-0.040184,-0.73196,-0.005,1.0084,-0.26941,-7.701e-19,-0.33388
-1.282,-1.8696,-0.005,0.99261,-0.13265,-1.407e-19,0.060516
19.493,2.6627,-0.005,1.0431,-0.0062139,9.5937e-23,-0.00012052
0.85726,1.1491,-0.005,1.1476,0.091058,9.215e-19,-0.20451
-1.6343,0.95369,-0.005,0.89699,0.11604,2.6458e-19,0.15368
-2.8882,2.2302,-0.005,0.98159,0.05498,-9.3848e-19,0.077823
14.133,-0.69429,-0.005,0.71913,0.011519,2.3649e-21,-9.6163e-05
0.039227,0.68137,-0.005,0.80171,0.14653,-5.1215e-19,-0.37716
-0.64423,-1.6098,-0.005,1.0323,-0.19349,3.4459e-19,0.010898
-1.6515,1.1052,-0.005,0.91489,0.11869,4.159e-18,0.1375
7.4709,-1.7437,-0.005,1.0279,0.028583,5.8371e-20,-0.015933
-1.5449,-3.6778,-0.005,1.0279,-0.063901,-2.7152e-19,0.027418
-1.6092,-3.4258,-0.005,1.0241,-0.06868,-4.9784e-19,0.031695
-1.6613,-3.1763,-0.005,1.0199,-0.073659,4.1608e-19,0.036346
-1.3683,-3.8028,-0.005,1.0327,-0.0628,5.938e-20,0.022219
-1.5056,-3.0048,-0.005,1.021,-0.080919,1.1877e-18,0.035035
-1.4655,-3.2649,-0.005,1.0259,-0.074607,2.0964e-19,0.029933
-1.8025,-3.3328,-0.005,1.0189,-0.067803,-2.9441e-19,0.037306
-1.7428,-3.5816,-0.005,1.0229,-0.063541,-1.7865e-19,0.032789
0.54622,-1.4824,-0.005,1.1842,-0.14375,-4.1998e-19,-0.15025
4.0513,3.8944,-0.005,1.0936,-0.00043671,1.1866e-19,-0.040289
1.6877,0.22408,-0.005,-0.024648,-0.012561,3.1941e-18,-0.2012
-3.8739,-3.6227,-0.005,1.0011,-0.033536,4.5379e-19,0.055992
13.839,-1.1148,-0.005,0.83774,0.014309,2.875e-21,-0.00043765
18.567,-3.4139,-0.005,1.0557,0.0054996,-6.9061e-21,-0.00044051
-5.7145,0.62609,-0.005,0.98718,0.0050706,-3.4284e-18,0.075942
12.672,3.2139,-0.005,1.0607,-0.0099759,6.6128e-20,-0.0041112
0.10146,-0.67454,-0.005,0.7128,-0.09075,2.4741e-19,-0.37282
-0.012022,0.86052,-0.005,1.149,0.29746,2.1225e-18,-0.26557
19.324,1.5378,-0.005,0.93023,-0.0087177,5.0258e-21,0.00015695
14.764,-3.1787,-0.005,1.0581,0.0078057,3.9642e-20,-0.0021277
-1.4828,-0.018031,-0.005,0.78156,-0.0045075,3.377e-18,0.25763
17.331,-4.2547,-0.005,1.0559,0.005419,-2.3801e-21,-0.0012678
15.129,2.1391,-0.005,1.0248,-0.009652,3.3752e-20,-0.00084355
0.69093,0.061633,-0.005,-0.039935,0.014607,-1.3515e-19,-0.2548
-0.4856,0.59115,-0.005,0.85736,0.53457,1.2055e-19,0.023242
6.5624,-2.4035,-0.005,1.08,0.023684,4.9052e-20,-0.024763
0.78517,3.4958,-0.005,1.0904,0.058918,3.8387e-19,-0.037529
0.59135,3.3099,-0.005,1.0903,0.067259,8.9046e-19,-0.037572
11.283,0.90691,-0.005,0.76123,-0.018625,3.5355e-20,-0.0015959
11.385,1.0413,-0.005,0.81007,-0.018936,-5.4091e-20,-0.0019366
10.97,1.3289,-0.005,0.90296,-0.020026,5.1963e-20,-0.0028872
-4.8107,-2.5822,-0.005,0.99171,-0.02307,9.8452e-18,0.068236
0.4845,2.3859,-0.005,1.1162,0.10175,9.0554e-19,-0.066693
-2.4303,-4.0613,-0.005,1.0165,-0.047505,3.7816e-19,0.038761
11.942,3.029,-0.005,1.0614,-0.011275,-1.2508e-19,-0.0048059
3.165,1.9743,-0.005,1.1335,-0.010257,-2.0619e-18,-0.084348
13.769,-0.91597,-0.005,0.77979,0.013518,-2.9498e-21,-0.00029447
4.1575,1.8093,-0.005,1.0992,-0.02926,-1.5896e-18,-0.062185
18.393,-8.8594,-0.005,1.0301,0.001249,-4.9433e-19,-0.0012952
13.737,4.2791,-0.005,1.0586,-0.0076335,1.5287e-19,-0.0040818
19.761,-2.4913,-0.005,1.0353,0.0065356,7.7583e-22,-3.8262e-05
