
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], X [ m ], Y [ m ]
4.45546925e-01, -4.56474304e-01, 4.99999970e-02, -3.27550739e-01, 6.23899885e-02, -1.10963490e-02, 4.45546925e-01, -4.56474304e-01
5.22900677e+00, -2.61783218e+00, 4.99999970e-02, -3.47250998e-02, 1.15818191e+00, 2.56494042e-02, 5.22900677e+00, -2.61783218e+00
5.40634441e+00, 3.55175543e+00, 4.99999970e-02, -3.30457911e-02, 1.14504182e+00, -1.60159040e-02, 5.40634441e+00, 3.55175543e+00
5.26421165e+00, 3.76060796e+00, 4.99999970e-02, -3.43638249e-02, 1.14253986e+00, -1.40099349e-02, 5.26421165e+00, 3.76060796e+00
4.90490770e+00, 3.33635354e+00, 4.99999970e-02, -3.81405167e-02, 1.15290475e+00, -1.79619901e-02, 4.90490770e+00, 3.33635354e+00
-3.30598783e+00, -3.73897016e-01, 4.99999970e-02, 1.75003842e-01, 9.81789649e-01, -9.61032324e-03, -3.30598783e+00, -3.73897016e-01
4.67742473e-01, -4.33651924e-01, 4.99999970e-02, -3.21297467e-01, 4.15889658e-02, -1.87738985e-02, 4.67742473e-01, -4.33651924e-01
4.15953255e+00, -1.97836304e+00, 4.99999970e-02, -5.38249984e-02, 1.17736685e+00, 3.49879861e-02, 4.15953255e+00, -1.97836304e+00
4.12652731e+00, -2.18391776e+00, 4.99999970e-02, -5.34869358e-02, 1.17905259e+00, 3.05821653e-02, 4.12652731e+00, -2.18391776e+00
2.47857237e+00, 1.80734313e+00, 4.99999970e-02, -1.02706522e-01, 1.22204196e+00, -1.28329350e-02, 2.47857237e+00, 1.80734313e+00
2.26841927e+00, -3.78404832e+00, 4.99999970e-02, -4.69032228e-02, 1.15602016e+00, -1.94661983e-03, 2.26841927e+00, -3.78404832e+00
3.28599715e+00, -1.41295826e+00, 4.99999970e-02, -8.49542394e-02, 1.13923275e+00, 4.73829210e-02, 3.28599715e+00, -1.41295826e+00
3.48004770e+00, -1.31425250e+00, 4.99999970e-02, -7.84995481e-02, 1.09898031e+00, 5.24991192e-02, 3.48004770e+00, -1.31425250e+00
3.33443403e+00, -1.17310810e+00, 4.99999970e-02, -8.54413137e-02, 1.02539921e+00, 5.81796020e-02, 3.33443403e+00, -1.17310810e+00
7.34399414e+00, 2.79171562e+00, 4.99999970e-02, -1.33632477e-02, 1.13692319e+00, -1.91123076e-02, 7.34399414e+00, 2.79171562e+00
7.27585268e+00, 2.57282209e+00, 4.99999970e-02, -1.33189140e-02, 1.13904178e+00, -2.09402218e-02, 7.27585268e+00, 2.57282209e+00
4.88702089e-01, -4.09710228e-01, 4.99999970e-02, -3.15485567e-01, 2.43871417e-02, -2.61647012e-02, 4.88702089e-01, -4.09710228e-01
4.37919235e+00, -3.06989765e+00, 4.99999970e-02, -4.47750688e-02, 1.16170216e+00, 1.94533430e-02, 4.37919235e+00, -3.06989765e+00
4.24781847e+00, -2.92771983e+00, 4.99999970e-02, -4.71584685e-02, 1.16544437e+00, 2.05283053e-02, 4.24781847e+00, -2.92771983e+00
7.17952728e+00, 2.41407323e+00, 4.99999970e-02, -1.33920228e-02, 1.14019001e+00, -2.24249437e-02, 7.17952728e+00, 2.41407323e+00
-1.89356840e+00, -4.43747377e+00, 4.99999970e-02, 7.81045854e-02, 1.03678620e+00, -1.00557962e-02, -1.89356840e+00, -4.43747377e+00
-2.00917578e+00, -4.62698317e+00, 4.99999970e-02, 8.05809349e-02, 1.03110826e+00, -5.47370734e-03, -2.00917578e+00, -4.62698317e+00
-1.80699325e+00, -4.62803841e+00, 4.99999970e-02, 7.52619430e-02, 1.03552568e+00, -5.65607846e-03, -1.80699325e+00, -4.62803841e+00
5.08438349e-01, -3.84803355e-01, 4.99999970e-02, -3.10055882e-01, 1.04738558e-02, -3.29103731e-02, 5.08438349e-01, -3.84803355e-01
7.79337931e+00, 3.92329621e+00, 4.99999970e-02, -1.17722526e-02, 1.11095488e+00, -9.22844931e-03, 7.79337931e+00, 3.92329621e+00
7.65870953e+00, 3.77799249e+00, 4.99999970e-02, -1.26989782e-02, 1.11850357e+00, -1.08462023e-02, 7.65870953e+00, 3.77799249e+00
7.86604691e+00, 3.76391077e+00, 4.99999970e-02, -1.11104371e-02, 1.11716330e+00, -1.06924074e-02, 7.86604691e+00, 3.76391077e+00
-3.83105779e+00, -1.72207403e+00, 4.99999970e-02, 1.46448776e-01, 9.98156726e-01, -1.79055296e-02, -3.83105779e+00, -1.72207403e+00
-3.73746610e+00, -1.82072330e+00, 4.99999970e-02, 1.44786909e-01, 9.98563468e-01, -2.01514568e-02, -3.73746610e+00, -1.82072330e+00
-3.64327455e+00, -1.64763200e+00, 4.99999970e-02, 1.48210540e-01, 9.97228444e-01, -2.13210452e-02, -3.64327455e+00, -1.64763200e+00
-4.36773777e+00, 2.01203442e+00, 4.99999970e-02, 1.40500873e-01, 9.99857605e-01, 9.10766609e-03, -4.36773777e+00, 2.01203442e+00
8.75950146e+00, 2.67567110e+00, 4.99999970e-02, -3.32550867e-03, 1.12856591e+00, -1.70799270e-02, 8.75950146e+00, 2.67567110e+00
8.91995430e+00, 2.82312846e+00, 4.99999970e-02, -2.48680031e-03, 1.12661910e+00, -1.61853526e-02, 8.91995430e+00, 2.82312846e+00
5.26990235e-01, -3.59004736e-01, 4.99999970e-02, -3.04960787e-01, -5.33631770e-04, -3.87140103e-02, 5.26990235e-01, -3.59004736e-01
7.90357161e+00, 2.95792073e-01, 4.99999970e-02, -1.66635425e-03, 5.42899787e-01, -1.43002570e-02, 7.90357161e+00, 2.95792073e-01
7.93502712e+00, 7.00487643e-02, 4.99999970e-02, -1.50557572e-03, 4.99472946e-01, -2.99488939e-03, 7.93502712e+00, 7.00487643e-02
8.09259605e+00, 1.72662690e-01, 4.99999970e-02, -1.14774844e-03, 5.18503129e-01, -7.95878191e-03, 8.09259605e+00, 1.72662690e-01
-2.56077719e+00, -4.08718395e+00, 4.99999970e-02, 9.52663124e-02, 1.02235377e+00, -1.49374306e-02, -2.56077719e+00, -4.08718395e+00
-2.39413595e+00, -4.25798941e+00, 4.99999970e-02, 9.09265354e-02, 1.02556884e+00, -1.26932841e-02, -2.39413595e+00, -4.25798941e+00
7.49867439e+00, -7.94005871e-01, 4.99999970e-02, -4.40330757e-03, 7.66089380e-01, 3.19822095e-02, 7.49867439e+00, -7.94005871e-01
7.53699207e+00, -9.65677857e-01, 4.99999970e-02, -4.81784204e-03, 8.62226188e-01, 3.35063934e-02, 7.53699207e+00, -9.65677857e-01
5.51942015e+00, 3.29918551e+00, 4.99999970e-02, -3.18910442e-02, 1.14728010e+00, -1.82739384e-02, 5.51942015e+00, 3.29918551e+00
1.52326274e+00, -2.41787291e+00, 4.99999970e-02, -8.10689479e-02, 1.20079303e+00, -3.28420252e-02, 1.52326274e+00, -2.41787291e+00
1.50422001e+00, -2.63928127e+00, 4.99999970e-02, -7.04346970e-02, 1.18874407e+00, -3.09406873e-02, 1.50422001e+00, -2.63928127e+00
-4.00210047e+00, -1.38612497e+00, 4.99999970e-02, 1.51478961e-01, 9.97428715e-01, -1.34775117e-02, -4.00210047e+00, -1.38612497e+00
-4.06456423e+00, -1.55475986e+00, 4.99999970e-02, 1.48666859e-01, 9.98190224e-01, -1.33700101e-02, -4.06456423e+00, -1.55475986e+00
5.44336081e-01, -3.32368046e-01, 4.99999970e-02, -3.00163180e-01, -9.07367840e-03, -4.33311798e-02, 5.44336081e-01, -3.32368046e-01
-4.38297129e+00, -1.53330946e+00, 4.99999970e-02, 1.48214549e-01, 9.99200642e-01, -8.28855485e-03, -4.38297129e+00, -1.53330946e+00
2.30447340e+00, 2.48051547e-02, 4.99999970e-02, -1.56363368e-01, -1.98884029e-02, -5.15731238e-03, 2.30447340e+00, 2.48051547e-02
8.29150391e+00, 1.68330526e+00, 4.99999970e-02, -3.84205417e-03, 1.09292972e+00, -2.53527630e-02, 8.29150391e+00, 1.68330526e+00
8.24543953e+00, 1.87798989e+00, 4.99999970e-02, -4.61923704e-03, 1.11553478e+00, -2.36716121e-02, 8.24543953e+00, 1.87798989e+00
5.60246170e-01, -3.04787099e-01, 4.99999970e-02, -2.95669287e-01, -1.55883804e-02, -4.65499982e-02, 5.60246170e-01, -3.04787099e-01
5.29744005e+00, 2.07910609e+00, 4.99999970e-02, -3.27975042e-02, 1.15833008e+00, -3.27654369e-02, 5.29744005e+00, 2.07910609e+00
5.08713627e+00, 2.03697801e+00, 4.99999970e-02, -3.62278409e-02, 1.16104138e+00, -3.38939764e-02, 5.08713627e+00, 2.03697801e+00
-2.22325253e+00, 3.56652737e+00, 4.99999970e-02, 9.28364620e-02, 1.02866089e+00, 2.96351966e-02, -2.22325253e+00, 3.56652737e+00
-2.03319812e+00, 3.69009376e+00, 4.99999970e-02, 8.70014876e-02, 1.03347993e+00, 2.87883226e-02, -2.03319812e+00, 3.69009376e+00
-2.25693154e+00, 3.73316240e+00, 4.99999970e-02, 9.20446813e-02, 1.02830458e+00, 2.53504980e-02, -2.25693154e+00, 3.73316240e+00
-2.20090270e-01, 1.93800914e+00, 4.99999970e-02, -1.60173364e-02, 1.13891232e+00, 1.46687523e-01, -2.20090270e-01, 1.93800914e+00
-1.53462529e-01, 1.76090539e+00, 4.99999970e-02, -3.15833427e-02, 1.15369606e+00, 1.66554809e-01, -1.53462529e-01, 1.76090539e+00
-3.23533565e-02, 1.83767438e+00, 4.99999970e-02, -4.17418666e-02, 1.16466713e+00, 1.50748566e-01, -3.23533565e-02, 1.83767438e+00
5.74632883e-01, -2.76441842e-01, 4.99999970e-02, -2.91446745e-01, -2.04537474e-02, -4.82405312e-02, 5.74632883e-01, -2.76441842e-01
-6.27862662e-02, -4.58744955e+00, 4.99999970e-02, 1.75190140e-02, 1.08129036e+00, -6.09391509e-03, -6.27862662e-02, -4.58744955e+00
6.56818104e+00, 1.75532663e+00, 4.99999970e-02, -1.57403760e-02, 1.12203610e+00, -3.17733958e-02, 6.56818104e+00, 1.75532663e+00
6.74176741e+00, 1.82462060e+00, 4.99999970e-02, -1.45699037e-02, 1.12671351e+00, -3.00278813e-02, 6.74176741e+00, 1.82462060e+00
6.63418341e+00, 1.95443559e+00, 4.99999970e-02, -1.61764007e-02, 1.13697338e+00, -2.90197525e-02, 6.63418341e+00, 1.95443559e+00
-1.74139524e+00, -1.92654276e+00, 4.99999970e-02, 1.24682546e-01, 1.01482844e+00, -9.12418291e-02, -1.74139524e+00, -1.92654276e+00
5.09616661e+00, -1.32970497e-01, 4.99999970e-02, -2.74931267e-02, 3.17883223e-01, 1.34007586e-02, 5.09616661e+00, -1.32970497e-01
4.98358345e+00, 6.82095811e-02, 4.99999970e-02, -2.97302585e-02, 2.90318519e-01, -5.90433786e-03, 4.98358345e+00, 6.82095811e-02
5.87769628e-01, -2.47498348e-01, 4.99999970e-02, -2.87445962e-01, -2.39484720e-02, -4.82659712e-02, 5.87769628e-01, -2.47498348e-01
-1.53200686e+00, -1.94423532e+00, 4.99999970e-02, 1.13993131e-01, 1.02391756e+00, -1.02475971e-01, -1.53200686e+00, -1.94423532e+00
8.86913490e+00, 4.62404919e+00, 4.99999970e-02, -3.90643906e-03, 1.03607512e+00, -1.52023253e-03, 8.86913490e+00, 4.62404919e+00
4.82543802e+00, -1.07462920e-01, 4.99999970e-02, -3.39036286e-02, 2.84576446e-01, 1.03517650e-02, 4.82543802e+00, -1.07462920e-01
5.99372685e-01, -2.17863157e-01, 4.99999970e-02, -2.83805728e-01, -2.63337754e-02, -4.66003604e-02, 5.99372685e-01, -2.17863157e-01
-3.50716352e+00, 1.18241751e+00, 4.99999970e-02, 1.58597499e-01, 9.92492139e-01, 2.06459798e-02, -3.50716352e+00, 1.18241751e+00
-3.47253418e+00, 1.36428905e+00, 4.99999970e-02, 1.55111492e-01, 9.93875086e-01, 2.31279898e-02, -3.47253418e+00, 1.36428905e+00
6.09386086e-01, -1.87703088e-01, 4.99999970e-02, -2.80518383e-01, -2.79119518e-02, -4.33598235e-02, 6.09386086e-01, -1.87703088e-01
7.90317678e+00, 3.08548188e+00, 4.99999970e-02, -9.66081955e-03, 1.13016260e+00, -1.59045178e-02, 7.90317678e+00, 3.08548188e+00
6.06003189e+00, 5.31838894e-01, 4.99999970e-02, -1.44621357e-02, 5.70219219e-01, -3.45487222e-02, 6.06003189e+00, 5.31838894e-01
4.61062098e+00, 3.83926773e+00, 4.99999970e-02, -4.00301181e-02, 1.14692533e+00, -1.28873726e-02, 4.61062098e+00, 3.83926773e+00
4.85188818e+00, 3.91140914e+00, 4.99999970e-02, -3.79223749e-02, 1.14276373e+00, -1.24172717e-02, 4.85188818e+00, 3.91140914e+00
7.25773048e+00, -3.66715407e+00, 4.99999970e-02, -1.58898532e-02, 1.12552500e+00, 1.25062773e-02, 7.25773048e+00, -3.66715407e+00
7.20293093e+00, -3.46986675e+00, 4.99999970e-02, -1.60442777e-02, 1.13023138e+00, 1.43363997e-02, 7.20293093e+00, -3.46986675e+00
4.56143141e+00, -1.92549944e+00, 4.99999970e-02, -4.52326983e-02, 1.16785049e+00, 3.66520472e-02, 4.56143141e+00, -1.92549944e+00
7.45919514e+00, -5.69826841e-01, 4.99999970e-02, -3.85260396e-03, 6.48059905e-01, 2.75806691e-02, 7.45919514e+00, -5.69826841e-01
7.62716866e+00, -4.38874125e-01, 4.99999970e-02, -2.77240574e-03, 5.87499321e-01, 2.18001697e-02, 7.62716866e+00, -4.38874125e-01
6.18008792e-01, -1.57118693e-01, 4.99999970e-02, -2.77566761e-01, -2.89219283e-02, -3.86090353e-02, 6.18008792e-01, -1.57118693e-01
-3.67694569e+00, 1.29993594e+00, 4.99999970e-02, 1.54891446e-01, 9.94992435e-01, 1.84043273e-02, -3.67694569e+00, 1.29993594e+00
6.25151396e-01, -1.26138926e-01, 4.99999970e-02, -2.75056303e-01, -2.95199938e-02, -3.24850827e-02, 6.25151396e-01, -1.26138926e-01
6.22274256e+00, -2.25473142e+00, 4.99999970e-02, -2.18001064e-02, 1.14869797e+00, 2.73660179e-02, 6.22274256e+00, -2.25473142e+00
6.07415104e+00, -2.40020061e+00, 4.99999970e-02, -2.37826947e-02, 1.15045464e+00, 2.63923351e-02, 6.07415104e+00, -2.40020061e+00
6.24942732e+00, -2.45561695e+00, 4.99999970e-02, -2.23465767e-02, 1.14842844e+00, 2.51864884e-02, 6.24942732e+00, -2.45561695e+00
4.14658213e+00, 3.62076968e-01, 4.99999970e-02, -5.35401553e-02, 3.34483087e-01, -3.64951491e-02, 4.14658213e+00, 3.62076968e-01
-2.18917537e+00, -1.65377510e+00, 4.99999970e-02, 1.49231195e-01, 9.94485676e-01, -7.10680485e-02, -2.18917537e+00, -1.65377510e+00
6.30665421e-01, -9.48037207e-02, 4.99999970e-02, -2.73033440e-01, -2.98318285e-02, -2.52072122e-02, 6.30665421e-01, -9.48037207e-02
-7.76149690e-01, 3.64227819e+00, 4.99999970e-02, 4.23288606e-02, 1.07576430e+00, 3.95555906e-02, -7.76149690e-01, 3.64227819e+00
-8.49123836e-01, 3.85494900e+00, 4.99999970e-02, 4.52076159e-02, 1.07189190e+00, 3.11036501e-02, -8.49123836e-01, 3.85494900e+00
6.34515047e-01, -6.32449612e-02, 4.99999970e-02, -2.71551758e-01, -2.99250390e-02, -1.70275085e-02, 6.34515047e-01, -6.32449612e-02
7.46436310e+00, -1.30873346e+00, 4.99999970e-02, -6.66812062e-03, 1.01197779e+00, 3.25022079e-02, 7.46436310e+00, -1.30873346e+00
2.12721348e+00, 3.64669156e+00, 4.99999970e-02, -4.76697125e-02, 1.15816057e+00, 4.63820295e-03, 2.12721348e+00, 3.64669156e+00
2.06873083e+00, 3.45468903e+00, 4.99999970e-02, -5.04021347e-02, 1.16272056e+00, 7.34080607e-03, 2.06873083e+00, 3.45468903e+00
-1.32067740e+00, 3.94186473e+00, 4.99999970e-02, 6.17800727e-02, 1.05514383e+00, 2.64343340e-02, -1.32067740e+00, 3.94186473e+00
1.62230313e+00, -5.85140765e-01, 4.99999970e-02, -2.09529072e-01, 3.89465600e-01, 3.78140099e-02, 1.62230313e+00, -5.85140765e-01
-4.12849426e+00, 4.31196737e+00, 4.99999970e-02, 1.13876514e-01, 1.00255609e+00, 3.61126545e-03, -4.12849426e+00, 4.31196737e+00
8.10345173e+00, 2.80634332e+00, 4.99999970e-02, -7.86589179e-03, 1.13166773e+00, -1.73528232e-02, 8.10345173e+00, 2.80634332e+00
4.61239672e+00, -3.76583385e+00, 4.99999970e-02, -4.04421240e-02, 1.14864886e+00, 1.35409543e-02, 4.61239672e+00, -3.76583385e+00
4.48560381e+00, -3.60160756e+00, 4.99999970e-02, -4.17912714e-02, 1.15280092e+00, 1.47524429e-02, 4.48560381e+00, -3.60160756e+00
6.06991231e-01, 1.59999889e-08, 4.99999970e-02, -2.69485235e-01, -2.12845057e-02, 6.52348623e-04, 6.06991231e-01, 1.59999889e-08
6.06608033e-01, 3.02576683e-02, 4.99999970e-02, -2.69841224e-01, -2.14382503e-02, 9.08613391e-03, 6.06608033e-01, 3.02576683e-02
4.64788151e+00, -2.26407504e+00, 4.99999970e-02, -4.34788503e-02, 1.16953933e+00, 3.05959731e-02, 4.64788151e+00, -2.26407504e+00
4.60537910e+00, -2.10847187e+00, 4.99999970e-02, -4.43049036e-02, 1.17042315e+00, 3.31701972e-02, 4.60537910e+00, -2.10847187e+00
6.04380608e-01, 6.04436584e-02, 4.99999970e-02, -2.70847499e-01, -2.17595939e-02, 1.72249302e-02, 6.04380608e-01, 6.04436584e-02
3.44183135e+00, -2.12095976e+00, 4.99999970e-02, -6.87063858e-02, 1.19336891e+00, 2.63734367e-02, 3.44183135e+00, -2.12095976e+00
-3.75790548e+00, -1.54769683e+00, 4.99999970e-02, 1.49716541e-01, 9.97090757e-01, -1.84471924e-02, -3.75790548e+00, -1.54769683e+00
3.19316435e+00, -4.55036402e+00, 4.99999970e-02, -4.47975956e-02, 1.11017597e+00, 3.79418884e-03, 3.19316435e+00, -4.55036402e+00
4.06116152e+00, -3.63664365e+00, 4.99999970e-02, -4.54887860e-02, 1.15573061e+00, 1.31278401e-02, 4.06116152e+00, -3.63664365e+00
4.28139114e+00, -3.65673566e+00, 4.99999970e-02, -4.33774255e-02, 1.15355277e+00, 1.37727857e-02, 4.28139114e+00, -3.65673566e+00
6.00679159e-01, 9.05010477e-02, 4.99999970e-02, -2.72476465e-01, -2.21940316e-02, 2.47732475e-02, 6.00679159e-01, 9.05010477e-02
-2.01434040e+00, -2.43983388e+00, 4.99999970e-02, 1.10495269e-01, 1.02287018e+00, -6.37170598e-02, -2.01434040e+00, -2.43983388e+00
-2.19113207e+00, -2.35715532e+00, 4.99999970e-02, 1.17786445e-01, 1.01685357e+00, -5.97584471e-02, -2.19113207e+00, -2.35715532e+00
-2.19032168e+00, -2.54279661e+00, 4.99999970e-02, 1.11829989e-01, 1.02024996e+00, -5.55366687e-02, -2.19032168e+00, -2.54279661e+00
-2.36964583e+00, 3.89959192e+00, 4.99999970e-02, 9.23485383e-02, 1.02615464e+00, 2.03051548e-02, -2.36964583e+00, 3.89959192e+00
8.18246174e+00, 3.74766278e+00, 4.99999970e-02, -8.59374646e-03, 1.11484146e+00, -1.04643488e-02, 8.18246174e+00, 3.74766278e+00
5.95415771e-01, 1.20346129e-01, 4.99999970e-02, -2.74692237e-01, -2.26780716e-02, 3.14680785e-02, 5.95415771e-01, 1.20346129e-01
4.72665167e+00, -1.81074524e+00, 4.99999970e-02, -4.18942422e-02, 1.15878677e+00, 3.89481708e-02, 4.72665167e+00, -1.81074524e+00
5.07227039e+00, -7.34629452e-01, 4.99999970e-02, -3.02115846e-02, 6.85721695e-01, 5.06596304e-02, 5.07227039e+00, -7.34629452e-01
5.27584934e+00, -7.80895531e-01, 4.99999970e-02, -2.65745744e-02, 7.29945481e-01, 4.97871228e-02, 5.27584934e+00, -7.80895531e-01
5.23184204e+00, -5.83654165e-01, 4.99999970e-02, -2.66791414e-02, 5.70673525e-01, 4.35713418e-02, 5.23184204e+00, -5.83654165e-01
5.32645607e+00, 4.47726727e+00, 4.99999970e-02, -3.38170230e-02, 1.09425306e+00, -5.28706284e-03, 5.32645607e+00, 4.47726727e+00
5.18151236e+00, 4.63598585e+00, 4.99999970e-02, -3.52251790e-02, 1.07168353e+00, -3.26096523e-03, 5.18151236e+00, 4.63598585e+00
7.77057838e+00, 1.26355374e+00, 4.99999970e-02, -4.72451560e-03, 9.95835066e-01, -3.13745439e-02, 7.77057838e+00, 1.26355374e+00
7.93494654e+00, 1.42510426e+00, 4.99999970e-02, -4.68042679e-03, 1.04495299e+00, -2.91287489e-02, 7.93494654e+00, 1.42510426e+00
3.07780552e+00, 4.00690985e+00, 4.99999970e-02, -4.75548096e-02, 1.15221727e+00, -6.07844489e-03, 3.07780552e+00, 4.00690985e+00
3.29230905e+00, 4.08410740e+00, 4.99999970e-02, -4.67413329e-02, 1.14878285e+00, -6.97774300e-03, 3.29230905e+00, 4.08410740e+00
3.14684224e+00, 4.21919203e+00, 4.99999970e-02, -4.60641533e-02, 1.14281750e+00, -5.80864446e-03, 3.14684224e+00, 4.21919203e+00
5.88617086e-01, 1.49856344e-01, 4.99999970e-02, -2.77423918e-01, -2.31096428e-02, 3.70827280e-02, 5.88617086e-01, 1.49856344e-01
-3.36624217e+00, -3.00415134e+00, 4.99999970e-02, 1.20883755e-01, 1.00677717e+00, -2.18915064e-02, -3.36624217e+00, -3.00415134e+00
-3.33422923e+00, -2.79867673e+00, 4.99999970e-02, 1.24094725e-01, 1.00600564e+00, -2.44746935e-02, -3.33422923e+00, -2.79867673e+00
-9.18985903e-01, 4.04068565e+00, 4.99999970e-02, 4.80770580e-02, 1.06884372e+00, 2.42934730e-02, -9.18985903e-01, 4.04068565e+00
5.80398023e-01, 1.78987384e-01, 4.99999970e-02, -2.80629426e-01, -2.33666059e-02, 4.14532535e-02, 5.80398023e-01, 1.78987384e-01
5.82438326e+00, 1.51558256e+00, 4.99999970e-02, -2.27301382e-02, 1.09553874e+00, -4.01259772e-02, 5.82438326e+00, 1.51558256e+00
5.67103624e+00, 1.59684408e+00, 4.99999970e-02, -2.46366449e-02, 1.11316037e+00, -3.95023748e-02, 5.67103624e+00, 1.59684408e+00
5.72104025e+00, 1.43859279e+00, 4.99999970e-02, -2.31940262e-02, 1.07843745e+00, -4.22292724e-02, 5.72104025e+00, 1.43859279e+00
5.70833266e-01, 2.07705826e-01, 4.99999970e-02, -2.84281999e-01, -2.32943874e-02, 4.44511846e-02, 5.70833266e-01, 2.07705826e-01
1.20163274e+00, 2.39019799e+00, 4.99999970e-02, -7.70570263e-02, 1.19706821e+00, 4.85542715e-02, 1.20163274e+00, 2.39019799e+00
1.15919971e+00, 2.55179167e+00, 4.99999970e-02, -6.79568499e-02, 1.18649471e+00, 4.62848470e-02, 1.15919971e+00, 2.55179167e+00
9.66361523e-01, 2.47511148e+00, 4.99999970e-02, -6.64357468e-02, 1.18580544e+00, 5.66217005e-02, 9.66361523e-01, 2.47511148e+00
6.84658957e+00, 2.00593090e+00, 4.99999970e-02, -1.45265451e-02, 1.13637578e+00, -2.74787880e-02, 6.84658957e+00, 2.00593090e+00
5.59769869e-01, 2.35928699e-01, 4.99999970e-02, -2.88343459e-01, -2.26914026e-02, 4.59906645e-02, 5.59769869e-01, 2.35928699e-01
-2.19672799e+00, -3.59089565e+00, 4.99999970e-02, 9.23043340e-02, 1.02933848e+00, -2.93040704e-02, -2.19672799e+00, -3.59089565e+00
5.47261417e-01, 2.63499707e-01, 4.99999970e-02, -2.92713135e-01, -2.12993361e-02, 4.60174866e-02, 5.47261417e-01, 2.63499707e-01
-5.67733645e-01, 1.49474418e+00, 4.99999970e-02, 2.82677636e-02, 1.09317923e+00, 2.09232911e-01, -5.67733645e-01, 1.49474418e+00
-5.27534962e-01, 1.69084692e+00, 4.99999970e-02, 2.30953544e-02, 1.10323966e+00, 1.80543616e-01, -5.27534962e-01, 1.69084692e+00
7.93685579e+00, -4.60986805e+00, 4.99999970e-02, -1.13256164e-02, 1.04476321e+00, 1.99183146e-03, 7.93685579e+00, -4.60986805e+00
3.64054918e+00, 2.63465238e+00, 4.99999970e-02, -5.83325140e-02, 1.17855871e+00, -1.99702997e-02, 3.64054918e+00, 2.63465238e+00
4.85448170e+00, 2.70272350e+00, 4.99999970e-02, -3.97099070e-02, 1.16147232e+00, -2.44887918e-02, 4.85448170e+00, 2.70272350e+00
4.96414566e+00, 2.87733245e+00, 4.99999970e-02, -3.81071344e-02, 1.15810239e+00, -2.27315873e-02, 4.96414566e+00, 2.87733245e+00
4.78262091e+00, 2.92143941e+00, 4.99999970e-02, -4.04230170e-02, 1.15948117e+00, -2.20530629e-02, 4.78262091e+00, 2.92143941e+00
1.72759581e+00, -4.25486994e+00, 4.99999970e-02, -3.43459100e-02, 1.13694692e+00, -2.95768376e-03, 1.72759581e+00, -4.25486994e+00
5.33530116e-01, 2.90484458e-01, 4.99999970e-02, -2.97329962e-01, -1.88802648e-02, 4.45814505e-02, 5.33530116e-01, 2.90484458e-01
-3.69839835e+00, -4.43054581e+00, 4.99999970e-02, 1.10275611e-01, 1.00580335e+00, -4.36074054e-03, -3.69839835e+00, -4.43054581e+00
-2.00966454e+00, -3.74826145e+00, 4.99999970e-02, 8.46971199e-02, 1.03467834e+00, -2.74230670e-02, -2.00966454e+00, -3.74826145e+00
-1.95921588e+00, -3.50240326e+00, 4.99999970e-02, 8.61996636e-02, 1.03548372e+00, -3.44734229e-02, -1.95921588e+00, -3.50240326e+00
3.65936589e+00, -2.82553339e+00, 4.99999970e-02, -5.55249862e-02, 1.17408359e+00, 1.77608673e-02, 3.65936589e+00, -2.82553339e+00
3.73523426e+00, -3.04392624e+00, 4.99999970e-02, -5.24637476e-02, 1.16856432e+00, 1.61034707e-02, 3.73523426e+00, -3.04392624e+00
3.85442162e+00, -2.90616369e+00, 4.99999970e-02, -5.23924120e-02, 1.17023063e+00, 1.84723511e-02, 3.85442162e+00, -2.90616369e+00
5.18366694e-01, 3.16749007e-01, 4.99999970e-02, -3.02315891e-01, -1.51675008e-02, 4.17812392e-02, 5.18366694e-01, 3.16749007e-01
8.66121006e+00, 2.09144020e+00, 4.99999970e-02, -3.11264303e-03, 1.12360871e+00, -2.10187454e-02, 8.66121006e+00, 2.09144020e+00
8.51591969e+00, 2.23969054e+00, 4.99999970e-02, -4.15917533e-03, 1.12907350e+00, -2.02163681e-02, 8.51591969e+00, 2.23969054e+00
4.97666645e+00, -1.30822778e+00, 4.99999970e-02, -3.52319814e-02, 1.04880595e+00, 4.97545600e-02, 4.97666645e+00, -1.30822778e+00
4.94512558e+00, -1.10843778e+00, 4.99999970e-02, -3.48385051e-02, 9.45334911e-01, 5.36231212e-02, 4.94512558e+00, -1.10843778e+00
3.15728521e+00, -3.53887296e+00, 4.99999970e-02, -5.14779128e-02, 1.16249621e+00, 7.66100688e-03, 3.15728521e+00, -3.53887296e+00
3.27790475e+00, -3.37879038e+00, 4.99999970e-02, -5.27621880e-02, 1.16509604e+00, 9.48682521e-03, 3.27790475e+00, -3.37879038e+00
5.01856863e-01, 3.42128366e-01, 4.99999970e-02, -3.07661325e-01, -9.86469723e-03, 3.77288051e-02, 5.01856863e-01, 3.42128366e-01
4.84180152e-01, 3.66698444e-01, 4.99999970e-02, -3.13320667e-01, -2.66320724e-03, 3.25836055e-02, 4.84180152e-01, 3.66698444e-01
4.78181696e+00, -4.44526005e+00, 4.99999970e-02, -3.84372100e-02, 1.10584652e+00, 6.04918459e-03, 4.78181696e+00, -4.44526005e+00
