
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], X [ m ], Y [ m ]
-2.21356273e+00, 5.00000000e+00, 4.99999970e-02, 8.54186118e-02, 1.00000000e+00, 0.00000000e+00, -2.21356273e+00, 5.00000000e+00
-2.09867167e+00, 4.77286148e+00, 4.99999970e-02, 8.30311999e-02, 1.02312517e+00, 3.10026389e-03, -2.09867167e+00, 4.77286148e+00
-2.01453733e+00, 5.00000000e+00, 4.99999970e-02, 8.06341469e-02, 1.00000000e+00, 0.00000000e+00, -2.01453733e+00, 5.00000000e+00
-1.89964616e+00, 4.77286148e+00, 4.99999970e-02, 7.77754784e-02, 1.02645290e+00, 3.21154925e-03, -1.89964616e+00, 4.77286148e+00
-1.81551194e+00, 5.00000000e+00, 4.99999970e-02, 7.54877552e-02, 1.00000000e+00, 0.00000000e+00, -1.81551194e+00, 5.00000000e+00
-1.69732428e+00, 4.76466513e+00, 4.99999970e-02, 7.23654181e-02, 1.02972972e+00, 3.21036670e-03, -1.69732428e+00, 4.76466513e+00
-1.61648643e+00, 5.00000000e+00, 4.99999970e-02, 7.00967312e-02, 1.00000000e+00, 0.00000000e+00, -1.61648643e+00, 5.00000000e+00
-1.50846934e+00, 4.78410053e+00, 4.99999970e-02, 6.69502541e-02, 1.03250396e+00, 3.08375410e-03, -1.50846934e+00, 4.78410053e+00
-1.41746092e+00, 5.00000000e+00, 4.99999970e-02, 6.43414631e-02, 1.00000000e+00, 0.00000000e+00, -1.41746092e+00, 5.00000000e+00
-1.30944395e+00, 4.78410053e+00, 4.99999970e-02, 6.09541051e-02, 1.03532434e+00, 2.88288132e-03, -1.30944395e+00, 4.78410053e+00
-1.21843553e+00, 5.00000000e+00, 4.99999970e-02, 5.81368916e-02, 1.00000000e+00, 0.00000000e+00, -1.21843553e+00, 5.00000000e+00
-1.11072445e+00, 4.80592871e+00, 4.99999970e-02, 5.44213504e-02, 1.03731847e+00, 2.46738316e-03, -1.11072445e+00, 4.80592871e+00
-1.01941001e+00, 5.00000000e+00, 4.99999970e-02, 5.18130660e-02, 1.00000000e+00, 0.00000000e+00, -1.01941001e+00, 5.00000000e+00
-9.30358946e-01, 4.82477999e+00, 4.99999970e-02, 4.82854284e-02, 1.03834069e+00, 1.84236793e-03, -9.30358946e-01, 4.82477999e+00
-8.20384562e-01, 5.00000000e+00, 4.99999970e-02, 4.53665331e-02, 1.00000000e+00, 0.00000000e+00, -8.20384562e-01, 5.00000000e+00
-7.41938055e-01, 4.83373976e+00, 4.99999970e-02, 4.23322879e-02, 1.04008186e+00, 1.56636990e-03, -7.41938055e-01, 4.83373976e+00
-6.21359110e-01, 5.00000000e+00, 4.99999970e-02, 3.83830667e-02, 1.00000000e+00, 0.00000000e+00, -6.21359110e-01, 5.00000000e+00
-5.25514364e-01, 4.83218813e+00, 4.99999970e-02, 3.49526033e-02, 1.04364729e+00, 1.75048120e-03, -5.25514364e-01, 4.83218813e+00
-4.22333628e-01, 5.00000000e+00, 4.99999970e-02, 3.08708679e-02, 1.00000000e+00, 0.00000000e+00, -4.22333628e-01, 5.00000000e+00
-3.11362088e-01, 4.83101463e+00, 4.99999970e-02, 2.68454142e-02, 1.04664838e+00, 1.76412181e-03, -3.11362088e-01, 4.83101463e+00
-2.23308161e-01, 5.00000000e+00, 4.99999970e-02, 2.36714613e-02, 1.00000000e+00, 0.00000000e+00, -2.23308161e-01, 5.00000000e+00
-1.12336606e-01, 4.83101463e+00, 4.99999970e-02, 1.96803585e-02, 1.04717875e+00, 1.38288643e-03, -1.12336606e-01, 4.83101463e+00
-2.42826883e-02, 5.00000000e+00, 4.99999970e-02, 1.71216652e-02, 1.00000000e+00, 0.00000000e+00, -2.42826883e-02, 5.00000000e+00
8.05498287e-02, 4.86766148e+00, 4.99999970e-02, 1.35760643e-02, 1.04242444e+00, 7.98063993e-04, 8.05498287e-02, 4.86766148e+00
1.74742773e-01, 5.00000000e+00, 4.99999970e-02, 1.07322587e-02, 1.00000000e+00, 0.00000000e+00, 1.74742773e-01, 5.00000000e+00
2.40769088e-01, 4.83135843e+00, 4.99999970e-02, 8.15359596e-03, 1.05033410e+00, 8.87646282e-04, 2.40769088e-01, 4.83135843e+00
3.73768240e-01, 5.00000000e+00, 4.99999970e-02, 4.17694449e-03, 1.00000000e+00, 0.00000000e+00, 3.73768240e-01, 5.00000000e+00
4.44250375e-01, 4.83737659e+00, 4.99999970e-02, 1.36617280e-03, 1.05466580e+00, 9.10147850e-04, 4.44250375e-01, 4.83737659e+00
5.72793722e-01, 5.00000000e+00, 4.99999970e-02, -2.58448161e-03, 1.00000000e+00, 0.00000000e+00, 5.72793722e-01, 5.00000000e+00
6.67389393e-01, 4.81616592e+00, 4.99999970e-02, -5.81315439e-03, 1.05911970e+00, 1.00576098e-03, 6.67389393e-01, 4.81616592e+00
7.71819174e-01, 5.00000000e+00, 4.99999970e-02, -8.87093507e-03, 1.00000000e+00, 0.00000000e+00, 7.71819174e-01, 5.00000000e+00
8.89974415e-01, 4.80749655e+00, 4.99999970e-02, -1.20584751e-02, 1.06194961e+00, 8.84967449e-04, 8.89974415e-01, 4.80749655e+00
9.70844626e-01, 5.00000000e+00, 4.99999970e-02, -1.42509323e-02, 1.00000000e+00, 0.00000000e+00, 9.70844626e-01, 5.00000000e+00
1.08899987e+00, 4.80749655e+00, 4.99999970e-02, -1.72684230e-02, 1.06103706e+00, 5.08679601e-04, 1.08899987e+00, 4.80749655e+00
1.16987014e+00, 5.00000000e+00, 4.99999970e-02, -1.90335792e-02, 1.00000000e+00, 0.00000000e+00, 1.16987014e+00, 5.00000000e+00
9.19079208e+00, 4.86727619e+00, 4.99999970e-02, -1.61617063e-03, 1.00885856e+00, -2.69341312e-04, 9.19079208e+00, 4.86727619e+00
9.32999992e+00, 5.00000000e+00, 4.99999970e-02, -7.59568473e-04, 1.00000000e+00, 0.00000000e+00, 9.32999992e+00, 5.00000000e+00
9.13088894e+00, 5.00000000e+00, 4.99999970e-02, -2.10544583e-03, 1.00000000e+00, 0.00000000e+00, 9.13088894e+00, 5.00000000e+00
1.27988315e+00, 4.85596657e+00, 4.99999970e-02, -2.19875835e-02, 1.05456853e+00, 4.92106083e-05, 1.27988315e+00, 4.85596657e+00
1.36889553e+00, 5.00000000e+00, 4.99999970e-02, -2.34493185e-02, 1.00000000e+00, 0.00000000e+00, 1.36889553e+00, 5.00000000e+00
1.45852172e+00, 4.87285280e+00, 4.99999970e-02, -2.54835933e-02, 1.04806924e+00, -2.05419230e-04, 1.45852172e+00, 4.87285280e+00
1.56792104e+00, 5.00000000e+00, 4.99999970e-02, -2.77825855e-02, 1.00000000e+00, 0.00000000e+00, 1.56792104e+00, 5.00000000e+00
1.65441954e+00, 4.78886318e+00, 4.99999970e-02, -2.98442040e-02, 1.06918323e+00, -3.46353627e-04, 1.65441954e+00, 4.78886318e+00
1.76694655e+00, 5.00000000e+00, 4.99999970e-02, -3.18401642e-02, 1.00000000e+00, 0.00000000e+00, 1.76694655e+00, 5.00000000e+00
1.87987900e+00, 4.86078262e+00, 4.99999970e-02, -3.38700525e-02, 1.05148757e+00, -4.77524765e-04, 1.87987900e+00, 4.86078262e+00
1.96597195e+00, 5.00000000e+00, 4.99999970e-02, -3.50951776e-02, 1.00000000e+00, 0.00000000e+00, 1.96597195e+00, 5.00000000e+00
2.07562208e+00, 4.79924870e+00, 4.99999970e-02, -3.66446376e-02, 1.06659794e+00, -7.25646620e-04, 2.07562208e+00, 4.79924870e+00
2.16499734e+00, 5.00000000e+00, 4.99999970e-02, -3.77852023e-02, 1.00000000e+00, 0.00000000e+00, 2.16499734e+00, 5.00000000e+00
2.28076601e+00, 4.80247736e+00, 4.99999970e-02, -3.92763354e-02, 1.06348419e+00, -8.71706812e-04, 2.28076601e+00, 4.80247736e+00
2.36402297e+00, 5.00000000e+00, 4.99999970e-02, -4.00386974e-02, 1.00000000e+00, 0.00000000e+00, 2.36402297e+00, 5.00000000e+00
2.48996830e+00, 4.80192995e+00, 4.99999970e-02, -4.12292294e-02, 1.06305182e+00, -1.04564358e-03, 2.48996830e+00, 4.80192995e+00
2.56304836e+00, 5.00000000e+00, 4.99999970e-02, -4.17677462e-02, 1.00000000e+00, 0.00000000e+00, 2.56304836e+00, 5.00000000e+00
2.69917083e+00, 4.80138206e+00, 4.99999970e-02, -4.27065529e-02, 1.06132114e+00, -1.23573991e-03, 2.69917083e+00, 4.80138206e+00
2.76207376e+00, 5.00000000e+00, 4.99999970e-02, -4.29493561e-02, 1.00000000e+00, 0.00000000e+00, 2.76207376e+00, 5.00000000e+00
2.88161087e+00, 4.80138206e+00, 4.99999970e-02, -4.35506850e-02, 1.06000352e+00, -1.31307589e-03, 2.88161087e+00, 4.80138206e+00
2.96109939e+00, 5.00000000e+00, 4.99999970e-02, -4.37446870e-02, 1.00000000e+00, 0.00000000e+00, 2.96109939e+00, 5.00000000e+00
3.06405091e+00, 4.80138206e+00, 4.99999970e-02, -4.43491600e-02, 1.05943000e+00, -1.47995504e-03, 3.06405091e+00, 4.80138206e+00
3.16012478e+00, 5.00000000e+00, 4.99999970e-02, -4.43466939e-02, 1.00000000e+00, 0.00000000e+00, 3.16012478e+00, 5.00000000e+00
3.26307631e+00, 4.80138206e+00, 4.99999970e-02, -4.46545407e-02, 1.05766571e+00, -1.59020210e-03, 3.26307631e+00, 4.80138206e+00
3.35915017e+00, 5.00000000e+00, 4.99999970e-02, -4.45771068e-02, 1.00000000e+00, 0.00000000e+00, 3.35915017e+00, 5.00000000e+00
3.46210170e+00, 4.80138206e+00, 4.99999970e-02, -4.46289591e-02, 1.05571401e+00, -1.61596749e-03, 3.46210170e+00, 4.80138206e+00
3.55817580e+00, 5.00000000e+00, 4.99999970e-02, -4.44600955e-02, 1.00000000e+00, 0.00000000e+00, 3.55817580e+00, 5.00000000e+00
3.70259094e+00, 4.80138206e+00, 4.99999970e-02, -4.42250520e-02, 1.05364144e+00, -1.63792539e-03, 3.70259094e+00, 4.80138206e+00
3.75720119e+00, 5.00000000e+00, 4.99999970e-02, -4.40278500e-02, 1.00000000e+00, 0.00000000e+00, 3.75720119e+00, 5.00000000e+00
3.88917708e+00, 4.80138206e+00, 4.99999970e-02, -4.35715392e-02, 1.05108607e+00, -1.61959731e-03, 3.88917708e+00, 4.80138206e+00
3.95622659e+00, 5.00000000e+00, 4.99999970e-02, -4.32991870e-02, 1.00000000e+00, 0.00000000e+00, 3.95622659e+00, 5.00000000e+00
4.07576370e+00, 4.80138206e+00, 4.99999970e-02, -4.27788831e-02, 1.04920948e+00, -1.57353294e-03, 4.07576370e+00, 4.80138206e+00
4.15525198e+00, 5.00000000e+00, 4.99999970e-02, -4.24196571e-02, 1.00000000e+00, 0.00000000e+00, 4.15525198e+00, 5.00000000e+00
4.27478886e+00, 4.80138206e+00, 4.99999970e-02, -4.18406948e-02, 1.04617035e+00, -1.51203305e-03, 4.27478886e+00, 4.80138206e+00
4.35427761e+00, 5.00000000e+00, 4.99999970e-02, -4.14579138e-02, 1.00000000e+00, 0.00000000e+00, 4.35427761e+00, 5.00000000e+00
4.45190477e+00, 4.84410524e+00, 4.99999970e-02, -4.08157930e-02, 1.03659785e+00, -1.11612922e-03, 4.45190477e+00, 4.84410524e+00
4.55330324e+00, 5.00000000e+00, 4.99999970e-02, -4.01490480e-02, 1.00000000e+00, 0.00000000e+00, 4.55330324e+00, 5.00000000e+00
4.63521147e+00, 4.79213047e+00, 4.99999970e-02, -3.94609608e-02, 1.04528081e+00, -1.54167158e-03, 4.63521147e+00, 4.79213047e+00
4.75232840e+00, 5.00000000e+00, 4.99999970e-02, -3.87253836e-02, 1.00000000e+00, 0.00000000e+00, 4.75232840e+00, 5.00000000e+00
4.84063768e+00, 4.85622406e+00, 4.99999970e-02, -3.81287970e-02, 1.03099132e+00, -9.44665924e-04, 4.84063768e+00, 4.85622406e+00
4.95135403e+00, 5.00000000e+00, 4.99999970e-02, -3.72541212e-02, 1.00000000e+00, 0.00000000e+00, 4.95135403e+00, 5.00000000e+00
5.01874399e+00, 4.80143309e+00, 4.99999970e-02, -3.66996154e-02, 1.04118359e+00, -1.38933561e-03, 5.01874399e+00, 4.80143309e+00
5.15037966e+00, 5.00000000e+00, 4.99999970e-02, -3.55907343e-02, 1.00000000e+00, 0.00000000e+00, 5.15037966e+00, 5.00000000e+00
5.26545858e+00, 4.81799269e+00, 4.99999970e-02, -3.46312858e-02, 1.03631997e+00, -1.26494130e-03, 5.26545858e+00, 4.81799269e+00
5.34940481e+00, 5.00000000e+00, 4.99999970e-02, -3.39329243e-02, 1.00000000e+00, 0.00000000e+00, 5.34940481e+00, 5.00000000e+00
5.47119665e+00, 4.80271769e+00, 4.99999970e-02, -3.28954458e-02, 1.03532445e+00, -1.26687624e-03, 5.47119665e+00, 4.80271769e+00
5.54843044e+00, 5.00000000e+00, 4.99999970e-02, -3.22038643e-02, 1.00000000e+00, 0.00000000e+00, 5.54843044e+00, 5.00000000e+00
5.67452621e+00, 4.78365088e+00, 4.99999970e-02, -3.12972255e-02, 1.03666365e+00, -1.40225515e-03, 5.67452621e+00, 4.78365088e+00
5.74745607e+00, 5.00000000e+00, 4.99999970e-02, -3.04032415e-02, 1.00000000e+00, 0.00000000e+00, 5.74745607e+00, 5.00000000e+00
5.90960264e+00, 4.77761126e+00, 4.99999970e-02, -2.90853307e-02, 1.03716576e+00, -1.47248839e-03, 5.90960264e+00, 4.77761126e+00
5.94648123e+00, 5.00000000e+00, 4.99999970e-02, -2.88471095e-02, 1.00000000e+00, 0.00000000e+00, 5.94648123e+00, 5.00000000e+00
6.07081270e+00, 4.87563324e+00, 4.99999970e-02, -2.77540758e-02, 1.01967657e+00, -6.11001509e-04, 6.07081270e+00, 4.87563324e+00
6.14550686e+00, 5.00000000e+00, 4.99999970e-02, -2.71644108e-02, 1.00000000e+00, 0.00000000e+00, 6.14550686e+00, 5.00000000e+00
6.25902653e+00, 4.87126207e+00, 4.99999970e-02, -2.60311868e-02, 1.01909792e+00, -5.26994234e-04, 6.25902653e+00, 4.87126207e+00
6.34453249e+00, 5.00000000e+00, 4.99999970e-02, -2.53524892e-02, 1.00000000e+00, 0.00000000e+00, 6.34453249e+00, 5.00000000e+00
6.42452765e+00, 4.89191389e+00, 4.99999970e-02, -2.46426426e-02, 1.01485515e+00, -3.52432544e-04, 6.42452765e+00, 4.89191389e+00
6.54355764e+00, 5.00000000e+00, 4.99999970e-02, -2.38118153e-02, 1.00000000e+00, 0.00000000e+00, 6.54355764e+00, 5.00000000e+00
6.57386112e+00, 4.84061050e+00, 4.99999970e-02, -2.32727621e-02, 1.02251470e+00, -5.88579162e-04, 6.57386112e+00, 4.84061050e+00
6.74258327e+00, 5.00000000e+00, 4.99999970e-02, -2.16848142e-02, 1.00000000e+00, 0.00000000e+00, 6.74258327e+00, 5.00000000e+00
6.87072229e+00, 4.79538345e+00, 4.99999970e-02, -2.05633026e-02, 1.02698648e+00, -9.29978967e-04, 6.87072229e+00, 4.79538345e+00
6.94160891e+00, 5.00000000e+00, 4.99999970e-02, -1.96679309e-02, 1.00000000e+00, 0.00000000e+00, 6.94160891e+00, 5.00000000e+00
7.06104755e+00, 4.80300760e+00, 4.99999970e-02, -1.88717637e-02, 1.02481031e+00, -9.16215125e-04, 7.06104755e+00, 4.80300760e+00
7.14063406e+00, 5.00000000e+00, 4.99999970e-02, -1.82243865e-02, 1.00000000e+00, 0.00000000e+00, 7.14063406e+00, 5.00000000e+00
7.23795891e+00, 4.80300760e+00, 4.99999970e-02, -1.73174348e-02, 1.02319920e+00, -8.28803750e-04, 7.23795891e+00, 4.80300760e+00
7.33965969e+00, 5.00000000e+00, 4.99999970e-02, -1.66392066e-02, 1.00000000e+00, 0.00000000e+00, 7.33965969e+00, 5.00000000e+00
7.41487026e+00, 4.80300760e+00, 4.99999970e-02, -1.58983283e-02, 1.02246034e+00, -7.52787979e-04, 7.41487026e+00, 4.80300760e+00
7.53868484e+00, 5.00000000e+00, 4.99999970e-02, -1.49589730e-02, 1.00000000e+00, 0.00000000e+00, 7.53868484e+00, 5.00000000e+00
7.62495279e+00, 4.80300760e+00, 4.99999970e-02, -1.41443945e-02, 1.02244794e+00, -7.47031823e-04, 7.62495279e+00, 4.80300760e+00
7.73771048e+00, 5.00000000e+00, 4.99999970e-02, -1.32044517e-02, 1.00000000e+00, 0.00000000e+00, 7.73771048e+00, 5.00000000e+00
7.84185076e+00, 4.78175974e+00, 4.99999970e-02, -1.23458989e-02, 1.02241397e+00, -7.61701434e-04, 7.84185076e+00, 4.78175974e+00
7.93673611e+00, 5.00000000e+00, 4.99999970e-02, -1.15632489e-02, 1.00000000e+00, 0.00000000e+00, 7.93673611e+00, 5.00000000e+00
8.05012035e+00, 4.79070568e+00, 4.99999970e-02, -1.06153330e-02, 1.02119589e+00, -7.29086809e-04, 8.05012035e+00, 4.79070568e+00
8.13576126e+00, 5.00000000e+00, 4.99999970e-02, -1.00767687e-02, 1.00000000e+00, 0.00000000e+00, 8.13576126e+00, 5.00000000e+00
8.22852707e+00, 4.81899214e+00, 4.99999970e-02, -9.29520931e-03, 1.01682472e+00, -5.03767398e-04, 8.22852707e+00, 4.81899214e+00
8.33478737e+00, 5.00000000e+00, 4.99999970e-02, -8.43996741e-03, 1.00000000e+00, 0.00000000e+00, 8.33478737e+00, 5.00000000e+00
8.41715908e+00, 4.75107718e+00, 4.99999970e-02, -7.70380255e-03, 1.02403939e+00, -8.43726157e-04, 8.41715908e+00, 4.75107718e+00
8.53381252e+00, 5.00000000e+00, 4.99999970e-02, -6.69600908e-03, 1.00000000e+00, 0.00000000e+00, 8.53381252e+00, 5.00000000e+00
8.66991138e+00, 4.80120897e+00, 4.99999970e-02, -5.65105537e-03, 1.01761067e+00, -6.03360590e-04, 8.66991138e+00, 4.80120897e+00
8.73283768e+00, 5.00000000e+00, 4.99999970e-02, -5.29320166e-03, 1.00000000e+00, 0.00000000e+00, 8.73283768e+00, 5.00000000e+00
8.84195137e+00, 4.85741997e+00, 4.99999970e-02, -4.36951220e-03, 1.01140070e+00, -2.93343241e-04, 8.84195137e+00, 4.85741997e+00
8.93186378e+00, 5.00000000e+00, 4.99999970e-02, -3.73181305e-03, 1.00000000e+00, 0.00000000e+00, 8.93186378e+00, 5.00000000e+00
9.01521015e+00, 4.83838606e+00, 4.99999970e-02, -2.83804559e-03, 1.01226103e+00, -3.36028606e-04, 9.01521015e+00, 4.83838606e+00
-5.00000000e+00, -4.79994869e+00, 4.99999970e-02, 1.15159571e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -4.79994869e+00
-4.80229807e+00, -4.65594292e+00, 4.99999970e-02, 1.15259625e-01, 1.00015628e+00, -3.97932454e-04, -4.80229807e+00, -4.65594292e+00
-5.00000000e+00, -4.59995079e+00, 4.99999970e-02, 1.15500644e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -4.59995079e+00
-4.86337376e+00, -4.51117134e+00, 4.99999970e-02, 1.15672231e-01, 1.00008082e+00, -3.98608099e-04, -4.86337376e+00, -4.51117134e+00
-5.00000000e+00, -4.39995241e+00, 4.99999970e-02, 1.16076156e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -4.39995241e+00
-4.84258223e+00, -4.32163906e+00, 4.99999970e-02, 1.16261989e-01, 1.00011218e+00, -6.42290397e-04, -4.84258223e+00, -4.32163906e+00
-5.00000000e+00, -4.19995451e+00, 4.99999970e-02, 1.16936788e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -4.19995451e+00
-4.83035612e+00, -4.10770941e+00, 4.99999970e-02, 1.17278606e-01, 1.00014770e+00, -9.81254852e-04, -4.83035612e+00, -4.10770941e+00
-5.00000000e+00, -3.99995637e+00, 4.99999970e-02, 1.18074924e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -3.99995637e+00
-4.80861187e+00, -3.89426208e+00, 4.99999970e-02, 1.18620932e-01, 1.00016558e+00, -1.35384442e-03, -4.80861187e+00, -3.89426208e+00
-5.00000000e+00, -3.79995823e+00, 4.99999970e-02, 1.19473577e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -3.79995823e+00
-4.78870296e+00, -3.68523788e+00, 4.99999970e-02, 1.20147176e-01, 1.00019825e+00, -1.78462116e-03, -4.78870296e+00, -3.68523788e+00
-5.00000000e+00, -3.59996009e+00, 4.99999970e-02, 1.21113583e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -3.59996009e+00
-4.76989603e+00, -3.47849631e+00, 4.99999970e-02, 1.22077309e-01, 1.00018466e+00, -2.14553089e-03, -4.76989603e+00, -3.47849631e+00
-5.00000000e+00, -3.39996195e+00, 4.99999970e-02, 1.23013176e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -3.39996195e+00
-4.80394411e+00, -3.26572204e+00, 4.99999970e-02, 1.24394372e-01, 1.00014365e+00, -2.10065604e-03, -4.80394411e+00, -3.26572204e+00
-5.00000000e+00, -3.19996381e+00, 4.99999970e-02, 1.25087112e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -3.19996381e+00
-4.85313034e+00, -3.10149789e+00, 4.99999970e-02, 1.26067683e-01, 1.00008333e+00, -1.75416411e-03, -4.85313034e+00, -3.10149789e+00
-5.00000000e+00, -2.99996567e+00, 4.99999970e-02, 1.27258003e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -2.99996567e+00
-4.79340553e+00, -2.93769026e+00, 4.99999970e-02, 1.27817541e-01, 1.00009012e+00, -2.40669842e-03, -4.79340553e+00, -2.93769026e+00
-5.00000000e+00, -2.79996753e+00, 4.99999970e-02, 1.29676104e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -2.79996753e+00
-4.78276443e+00, -2.74443555e+00, 4.99999970e-02, 1.30356178e-01, 1.00008821e+00, -2.86445022e-03, -4.78276443e+00, -2.74443555e+00
-5.00000000e+00, -2.59996963e+00, 4.99999970e-02, 1.32302001e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -2.59996963e+00
-4.77212334e+00, -2.55118084e+00, 4.99999970e-02, 1.33021325e-01, 1.00008476e+00, -3.17419437e-03, -4.77212334e+00, -2.55118084e+00
-5.00000000e+00, -2.39997149e+00, 4.99999970e-02, 1.35060772e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -2.39997149e+00
-4.76148224e+00, -2.34125948e+00, 4.99999970e-02, 1.36032701e-01, 1.00008214e+00, -3.41723650e-03, -4.76148224e+00, -2.34125948e+00
-5.00000000e+00, -2.19997334e+00, 4.99999970e-02, 1.37892574e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -2.19997334e+00
-4.75084114e+00, -2.13133836e+00, 4.99999970e-02, 1.39172643e-01, 9.99966919e-01, -3.32944305e-03, -4.75084114e+00, -2.13133836e+00
-5.00000000e+00, -1.99997520e+00, 4.99999970e-02, 1.40723735e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -1.99997520e+00
-4.78120756e+00, -1.91872942e+00, 4.99999970e-02, 1.41908094e-01, 9.99954998e-01, -3.02261231e-03, -4.78120756e+00, -1.91872942e+00
-5.00000000e+00, -1.79997706e+00, 4.99999970e-02, 1.43538818e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -1.79997706e+00
-4.78626871e+00, -1.71662951e+00, 4.99999970e-02, 1.44774348e-01, 9.99915779e-01, -2.90076132e-03, -4.78626871e+00, -1.71662951e+00
-5.00000000e+00, -1.59997904e+00, 4.99999970e-02, 1.46255821e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -1.59997904e+00
-4.79132986e+00, -1.51452971e+00, 4.99999970e-02, 1.47567227e-01, 9.99877274e-01, -2.66185985e-03, -4.79132986e+00, -1.51452971e+00
-5.00000000e+00, -1.39998090e+00, 4.99999970e-02, 1.48836449e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -1.39998090e+00
-4.81157398e+00, -1.30612445e+00, 4.99999970e-02, 1.50123000e-01, 9.99855995e-01, -2.32676975e-03, -4.81157398e+00, -1.30612445e+00
-5.00000000e+00, -1.19998276e+00, 4.99999970e-02, 1.51236087e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -1.19998276e+00
-4.81067419e+00, -1.09260869e+00, 4.99999970e-02, 1.52572498e-01, 9.99826610e-01, -2.01377925e-03, -4.81067419e+00, -1.09260869e+00
-5.00000000e+00, -9.99984682e-01, 4.99999970e-02, 1.53389871e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -9.99984682e-01
-4.82657194e+00, -8.82163107e-01, 4.99999970e-02, 1.54656023e-01, 9.99818623e-01, -1.64129364e-03, -4.82657194e+00, -8.82163107e-01
-5.00000000e+00, -7.99986541e-01, 4.99999970e-02, 1.55221164e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -7.99986541e-01
-4.82150698e+00, -6.84068859e-01, 4.99999970e-02, 1.56325966e-01, 9.99778926e-01, -1.28923764e-03, -4.82150698e+00, -6.84068859e-01
-5.00000000e+00, -5.99988461e-01, 4.99999970e-02, 1.56675696e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -5.99988461e-01
-4.81994486e+00, -4.93357241e-01, 4.99999970e-02, 1.57480344e-01, 9.99778450e-01, -9.24944412e-04, -4.81994486e+00, -4.93357241e-01
-5.00000000e+00, -3.99990350e-01, 4.99999970e-02, 1.57741129e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -3.99990350e-01
-4.81994486e+00, -2.93359131e-01, 4.99999970e-02, 1.58350632e-01, 9.99784768e-01, -5.65285969e-04, -4.81994486e+00, -2.93359131e-01
-5.00000000e+00, -1.99992239e-01, 4.99999970e-02, 1.58394262e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, -1.99992239e-01
-4.83727455e+00, -9.96243507e-02, 4.99999970e-02, 1.58751994e-01, 9.99802589e-01, -1.86529083e-04, -4.83727455e+00, -9.96243507e-02
-5.00000000e+00, 5.86109627e-06, 4.99999970e-02, 1.58607721e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, 5.86109627e-06
-4.85079050e+00, 8.92391354e-02, 4.99999970e-02, 1.58733994e-01, 9.99821007e-01, 1.40582881e-04, -4.85079050e+00, 8.92391354e-02
-5.00000000e+00, 2.00003967e-01, 4.99999970e-02, 1.58388883e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, 2.00003967e-01
-4.84091377e+00, 2.76709110e-01, 4.99999970e-02, 1.58399597e-01, 9.99786139e-01, 5.10310114e-04, -4.84091377e+00, 2.76709110e-01
-5.00000000e+00, 4.00002062e-01, 4.99999970e-02, 1.57736942e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, 4.00002062e-01
-4.81019735e+00, 4.81015086e-01, 4.99999970e-02, 1.57585248e-01, 9.99737322e-01, 1.01477187e-03, -4.81019735e+00, 4.81015086e-01
-5.00000000e+00, 6.00000203e-01, 4.99999970e-02, 1.56650037e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, 6.00000203e-01
-4.77666759e+00, 7.01058567e-01, 4.99999970e-02, 1.56241581e-01, 9.99726057e-01, 1.60613388e-03, -4.77666759e+00, 7.01058567e-01
-5.00000000e+00, 7.99998283e-01, 4.99999970e-02, 1.55153155e-01, 1.00000000e+00, 0.00000000e+00, -5.00000000e+00, 7.99998283e-01
-4.78521633e+00, 9.19043660e-01, 4.99999970e-02, 1.54324114e-01, 9.99759436e-01, 2.03639595e-03, -4.78521633e+00, 9.19043660e-01
